,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,char_count,word_count,tokens,doc_prep,doc_prep_nostop,lemmatize
81,198,Mon Mar 27 19:42:00 +00:00 2023,"????????????""Un condensÈ de la doxa !#Gardasil #LGBTQ #Vaccin ""Et tout Áa au nom du bien !",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#LGBTQ,#Vaccin,,,,,,,,,,,,,,,,,,,,,,1.6404390437450179e+18,,,,,https://twitter.com/08Estelle06D10/status/1640439043745017856,False,7dda4107,fr,0,90,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '``', 'Un', 'condensÈ', 'de', 'la', 'doxa', '!', '#', 'Gardasil', '#', 'LGBTQ', '#', 'Vaccin', '``', 'Et', 'tout', 'Áa', 'au', 'nom', 'du', 'bien', '!']","['condensè', 'doxa', 'gardasil', 'lgbtq', 'vaccin', 'tout', 'nom', 'bien']","['condensè', 'doxa', 'gardasil', 'lgbtq', 'vaccin', 'tout', 'nom', 'bien']","['condensè', 'doxer', 'gardasil', 'lgbtq', 'vaccin', 'tout', 'nom', 'bien']"
82,200,Fri Jul 07 17:22:00 +00:00 2023,"Pareil que pendant la pandÈmie, mÍme dilemme ‡ prÈvoir : injectÈ ou ÈjectÈ ?"" ""#Vaccin #Gardasil",0,,,,,,,,,,,,,,,,,0,0,0,257b524a,2a034c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Vaccin,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.677367425975607e+18,,,,,https://twitter.com/GMarivint/status/1677367425975607296,True,226efba5,fr,0,96,16,"['Pareil', 'que', 'pendant', 'la', 'pandÈmie', ',', 'mÍme', 'dilemme', '‡', 'prÈvoir', ':', 'injectÈ', 'ou', 'ÈjectÈ', '?', ""''"", '``', '#', 'Vaccin', '#', 'Gardasil']","['pareil', 'que', 'pendant', 'pandèmie', 'míme', 'dilemme', 'prèvoir', 'injectè', 'èjectè', 'vaccin', 'gardasil']","['pareil', 'pendant', 'pandèmie', 'míme', 'dilemme', 'prèvoir', 'injectè', 'èjectè', 'vaccin', 'gardasil']","['pareil', 'pendant', 'pandèmie', 'míme', 'dilemme', 'prèvoir', 'injectè', 'èjectè', 'vaccin', 'gardasil']"
83,202,Tue Apr 04 09:41:00 +00:00 2023,"#Gardasil ""Le tribunal ordonne ‡ Merck de remettre les bases de donnÈes d'ÈvÈnements indÈsirables Gardasil Un tribunal de district de Caroline du Nord a ordonnÈ au gÈant pharmaceutique Merck de remettre toutes ses bases de donnÈes d'ÈvÈnements indÈsirables Gardasil aux plaignants poursuivant le gÈant pharmaceutique pour des blessures prÈtendument causÈes par le vaccin contre le VPH. [...] Les bases de donnÈes, qui comprennent des informations provenant du systËme de notification et d'examen des ÈvÈnements indÈsirables de Merck (MARRS) - la version de Merck du systËme de notification des ÈvÈnements indÈsirables liÈs aux vaccins ( VAERS ) - devraient contenir tous les rapports relatifs aux ÈvÈnements indÈsirables du Gardasil soumis par les mÈdecins, les patients et les publications. , a dÈclarÈ l'avocat des plaignants Michael Baum ‡ The Defender . ""#Merck a jusqu'‡ prÈsent refusÈ de mettre l'intÈgralitÈ des bases de donnÈes MARRS ‡ la disposition des avocats des plaignants."""""""""" ""childrenshealthdefense.org/dÖ",132,,,,,,,,,,,,,,,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,#Gardasil,#Merck,,,,,,,,,,,,,,,,,,,,,,,1.6431870808921495e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court,,,,https://twitter.com/CorinneReverbel/status/1643187080892149761,True,fb9cc2e4,fr,214,1022,150,"['#', 'Gardasil', '``', 'Le', 'tribunal', 'ordonne', '‡', 'Merck', 'de', 'remettre', 'les', 'bases', 'de', 'donnÈes', ""d'ÈvÈnements"", 'indÈsirables', 'Gardasil', 'Un', 'tribunal', 'de', 'district', 'de', 'Caroline', 'du', 'Nord', 'a', 'ordonnÈ', 'au', 'gÈant', 'pharmaceutique', 'Merck', 'de', 'remettre', 'toutes', 'ses', 'bases', 'de', 'donnÈes', ""d'ÈvÈnements"", 'indÈsirables', 'Gardasil', 'aux', 'plaignants', 'poursuivant', 'le', 'gÈant', 'pharmaceutique', 'pour', 'des', 'blessures', 'prÈtendument', 'causÈes', 'par', 'le', 'vaccin', 'contre', 'le', 'VPH', '.', '[', '...', ']', 'Les', 'bases', 'de', 'donnÈes', ',', 'qui', 'comprennent', 'des', 'informations', 'provenant', 'du', 'systËme', 'de', 'notification', 'et', ""d'examen"", 'des', 'ÈvÈnements', 'indÈsirables', 'de', 'Merck', '(', 'MARRS', ')', '-', 'la', 'version', 'de', 'Merck', 'du', 'systËme', 'de', 'notification', 'des', 'ÈvÈnements', 'indÈsirables', 'liÈs', 'aux', 'vaccins', '(', 'VAERS', ')', '-', 'devraient', 'contenir', 'tous', 'les', 'rapports', 'relatifs', 'aux', 'ÈvÈnements', 'indÈsirables', 'du', 'Gardasil', 'soumis', 'par', 'les', 'mÈdecins', ',', 'les', 'patients', 'et', 'les', 'publications', '.', ',', 'a', 'dÈclarÈ', ""l'avocat"", 'des', 'plaignants', 'Michael', 'Baum', '‡', 'The', 'Defender', '.', '``', '#', 'Merck', 'a', ""jusqu'‡"", 'prÈsent', 'refusÈ', 'de', 'mettre', ""l'intÈgralitÈ"", 'des', 'bases', 'de', 'donnÈes', 'MARRS', '‡', 'la', 'disposition', 'des', 'avocats', 'des', 'plaignants', '.', ""''"", ""''"", ""''"", ""''"", ""''"", '``', 'childrenshealthdefense.org/dÖ']","['gardasil', 'tribunal', 'ordonne', 'merck', 'remettre', 'les', 'bases', 'donnèes', 'indèsirables', 'gardasil', 'tribunal', 'district', 'caroline', 'nord', 'ordonnè', 'gèant', 'pharmaceutique', 'merck', 'remettre', 'toutes', 'ses', 'bases', 'donnèes', 'indèsirables', 'gardasil', 'aux', 'plaignants', 'poursuivant', 'gèant', 'pharmaceutique', 'pour', 'des', 'blessures', 'prètendument', 'causèes', 'par', 'vaccin', 'contre', 'vph', 'les', 'bases', 'donnèes', 'qui', 'comprennent', 'des', 'informations', 'provenant', 'systëme', 'notification', 'des', 'èvènements', 'indèsirables', 'merck', 'marrs', 'version', 'merck', 'systëme', 'notification', 'des', 'èvènements', 'indèsirables', 'liès', 'aux', 'vaccins', 'vaers', 'devraient', 'contenir', 'tous', 'les', 'rapports', 'relatifs', 'aux', 'èvènements', 'indèsirables', 'gardasil', 'soumis', 'par', 'les', 'mèdecins', 'les', 'patients', 'les', 'publications', 'dèclarè', 'des', 'plaignants', 'michael', 'baum', 'the', 'defender', 'merck', 'prèsent', 'refusè', 'mettre', 'des', 'bases', 'donnèes', 'marrs', 'disposition', 'des', 'avocats', 'des', 'plaignants']","['gardasil', 'tribunal', 'ordonne', 'merck', 'remettre', 'bases', 'donnèes', 'indèsirables', 'gardasil', 'tribunal', 'district', 'caroline', 'nord', 'ordonnè', 'gèant', 'pharmaceutique', 'merck', 'remettre', 'toutes', 'bases', 'donnèes', 'indèsirables', 'gardasil', 'plaignants', 'poursuivant', 'gèant', 'pharmaceutique', 'blessures', 'prètendument', 'causèes', 'vaccin', 'contre', 'vph', 'bases', 'donnèes', 'comprennent', 'informations', 'provenant', 'systëme', 'notification', 'èvènements', 'indèsirables', 'merck', 'marrs', 'version', 'merck', 'systëme', 'notification', 'èvènements', 'indèsirables', 'liès', 'vaccins', 'vaers', 'devraient', 'contenir', 'tous', 'rapports', 'relatifs', 'èvènements', 'indèsirables', 'gardasil', 'soumis', 'mèdecins', 'patients', 'publications', 'dèclarè', 'plaignants', 'michael', 'baum', 'the', 'defender', 'merck', 'prèsent', 'refusè', 'mettre', 'bases', 'donnèes', 'marrs', 'disposition', 'avocats', 'plaignants']","['gardasil', 'tribunal', 'ordonner', 'merck', 'remettre', 'base', 'donnèes', 'indèsirable', 'gardasil', 'tribunal', 'district', 'caroline', 'nord', 'ordonnè', 'gèer', 'pharmaceutique', 'merck', 'remettre', 'tout', 'base', 'donnèes', 'indèsirable', 'gardasil', 'plaignant', 'poursuivre', 'gèer', 'pharmaceutique', 'blessure', 'prètendument', 'causèes', 'vaccin', 'contre', 'vph', 'base', 'donnèes', 'comprennent', 'information', 'provenir', 'systëme', 'notification', 'èvènement', 'indèsirable', 'merck', 'marr', 'version', 'merck', 'systëme', 'notification', 'èvènement', 'indèsirable', 'liès', 'vaccin', 'vaer', 'devoir', 'contenir', 'tout', 'rapport', 'relatif', 'èvènement', 'indèsirable', 'gardasil', 'soumettre', 'mèdecin', 'patient', 'publication', 'dèclarè', 'plaignant', 'michael', 'baum', 'the', 'defender', 'merck', 'prèsent', 'refusè', 'mettre', 'base', 'donnèes', 'marr', 'disposition', 'avocat', 'plaignant']"
84,207,Fri Jul 07 15:45:00 +00:00 2023,"Super ??""A l'occasion @le_Parisien vous mentionnerez les nombreux procËs en cours aux USA concernant le #Gardasil, notamment pour les effets secondaires qui n'existent pas mais qui pourtant ont des consÈquences lÈtales.... ??#GardasilGate""#VaccinesSideEffects ....",9,97f1d7d6,,,,,,,,,,,,,,,,0,0,0,97f1d7d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"#Gardasil,",#GardasilGate,#VaccinesSideEffects,,,,,,,,,,,,,,,,,,,,,,1.6773430003876247e+18,,,,,https://twitter.com/miroir_au23411/status/1677343000387624960,False,c23f31ce,fr,10,264,33,"['Super', '?', '?', '``', 'A', ""l'occasion"", '@', 'le_Parisien', 'vous', 'mentionnerez', 'les', 'nombreux', 'procËs', 'en', 'cours', 'aux', 'USA', 'concernant', 'le', '#', 'Gardasil', ',', 'notamment', 'pour', 'les', 'effets', 'secondaires', 'qui', ""n'existent"", 'pas', 'mais', 'qui', 'pourtant', 'ont', 'des', 'consÈquences', 'lÈtales', '....', '?', '?', '#', 'GardasilGate', ""''"", '#', 'VaccinesSideEffects', '....']","['super', 'vous', 'mentionnerez', 'les', 'nombreux', 'procës', 'cours', 'aux', 'usa', 'concernant', 'gardasil', 'notamment', 'pour', 'les', 'effets', 'secondaires', 'qui', 'pas', 'mais', 'qui', 'pourtant', 'ont', 'des', 'consèquences', 'lètales', 'gardasilgate', 'vaccinessideeffects']","['super', 'mentionnerez', 'nombreux', 'procës', 'cours', 'usa', 'concernant', 'gardasil', 'notamment', 'effets', 'secondaires', 'pourtant', 'consèquences', 'lètales', 'gardasilgate', 'vaccinessideeffects']","['super', 'mentionner', 'nombreux', 'procë', 'cours', 'user', 'concerner', 'gardasil', 'notamment', 'effet', 'secondaire', 'pourtant', 'consèquence', 'lètale', 'gardasilgate', 'vaccinessideeffect']"
85,212,Mon Mar 27 14:29:00 +00:00 2023,"La meilleure explication du neuneu @LMucchielli. Cascade sans trucage, c'est un vrai schÈma pour expliquer le vaccin Covid.  De plus, il est un vrai expert de PMU, il frÈquente les spaces de @Resistance_SM,  ca vraie place. Alors son avis,c'est de la ??  """"#antivax #Gardasil",14,32f667c9,abd0d0bf,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#antivax,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6403603205510715e+18,,,,,https://twitter.com/grisou97160/status/1640360320551071745,False,9a77f27d,fr,15,275,44,"['La', 'meilleure', 'explication', 'du', 'neuneu', '@', 'LMucchielli', '.', 'Cascade', 'sans', 'trucage', ',', ""c'est"", 'un', 'vrai', 'schÈma', 'pour', 'expliquer', 'le', 'vaccin', 'Covid', '.', 'De', 'plus', ',', 'il', 'est', 'un', 'vrai', 'expert', 'de', 'PMU', ',', 'il', 'frÈquente', 'les', 'spaces', 'de', '@', 'Resistance_SM', ',', 'ca', 'vraie', 'place', '.', 'Alors', 'son', 'avis', ',', ""c'est"", 'de', 'la', '?', '?', '``', '``', '#', 'antivax', '#', 'Gardasil']","['meilleure', 'explication', 'neuneu', 'lmucchielli', 'cascade', 'sans', 'trucage', 'vrai', 'schèma', 'pour', 'expliquer', 'vaccin', 'covid', 'plus', 'est', 'vrai', 'expert', 'pmu', 'frèquente', 'les', 'spaces', 'vraie', 'place', 'alors', 'son', 'avis', 'antivax', 'gardasil']","['meilleure', 'explication', 'neuneu', 'lmucchielli', 'cascade', 'sans', 'trucage', 'vrai', 'schèma', 'expliquer', 'vaccin', 'covid', 'plus', 'vrai', 'expert', 'pmu', 'frèquente', 'spaces', 'vraie', 'place', 'alors', 'avis', 'antivax', 'gardasil']","['meilleur', 'explication', 'neuneu', 'lmucchielli', 'cascade', 'sans', 'trucag', 'vrai', 'schèma', 'expliquer', 'vaccin', 'covid', 'plus', 'vrai', 'expert', 'pmu', 'frèquent', 'space', 'vrai', 'place', 'alors', 'avis', 'antiva', 'gardasil']"
86,222,Wed Apr 12 20:26:00 +00:00 2023,"odysee.com/@zhusimaji.vog:d/Ö""""#macron en train de promouvoir ce vaccin #gardasil aux enfants. Il est important de regarder cette vidÈo avant de prendre la dÈcision gettr.com/post/p2e7mza11c8",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#macron,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6462485545774244e+18,https://odysee.com/@zhusimaji.vog:d/FR-The-Vaccinated-Girls---Sick-and-Betrayed-%28English-Sub%29.mp4:1,https://gettr.com/post/p2e7mza11c8,,,https://twitter.com/georgia_janvier/status/1646248554577424392,False,d74db437,fr,0,191,23,"['odysee.com/', '@', 'zhusimaji.vog', ':', 'd/Ö', ""''"", ""''"", '#', 'macron', 'en', 'train', 'de', 'promouvoir', 'ce', 'vaccin', '#', 'gardasil', 'aux', 'enfants', '.', 'Il', 'est', 'important', 'de', 'regarder', 'cette', 'vidÈo', 'avant', 'de', 'prendre', 'la', 'dÈcision', 'gettr.com/post/p2e7mza11c8']","['macron', 'train', 'promouvoir', 'vaccin', 'gardasil', 'aux', 'enfants', 'est', 'important', 'regarder', 'cette', 'vidèo', 'avant', 'prendre', 'dècision']","['macron', 'train', 'promouvoir', 'vaccin', 'gardasil', 'enfants', 'important', 'regarder', 'cette', 'vidèo', 'avant', 'prendre', 'dècision']","['macron', 'train', 'promouvoir', 'vaccin', 'gardasil', 'enfant', 'important', 'regarder', 'ce', 'vidèo', 'avant', 'prendre', 'dècision']"
87,225,Thu Apr 06 21:44:00 +00:00 2023,"Et s'il parlait du #Gardasil ?? Pour rappel, il prÈconise la vaccination des ados...",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6440937464541676e+18,,,,,https://twitter.com/PladimirVoutin/status/1644093746454167552,False,335f0a57,fr,0,84,14,"['Et', ""s'il"", 'parlait', 'du', '#', 'Gardasil', '?', '?', 'Pour', 'rappel', ',', 'il', 'prÈconise', 'la', 'vaccination', 'des', 'ados', '...']","['parlait', 'gardasil', 'pour', 'rappel', 'prèconise', 'vaccination', 'des', 'ados']","['parlait', 'gardasil', 'rappel', 'prèconise', 'vaccination', 'ados']","['parler', 'gardasil', 'rappel', 'prèconise', 'vaccination', 'ado']"
88,226,Wed Apr 12 14:42:00 +00:00 2023,Alerte de la Ligue Nationale pour la Libert... pangolinsetmantilles.info/20Ö #CANCERDEL'UT…RUS #R…INFOCOVID #CONTR‘LESOCIAL #GARDASIL #RobertKENEDYJr #LIGUENATIONALEPOURLALIBERT…DESVACCINATIONS #NON¿LAVACCINATIONCONTRELEPAPILLOMAVIRUS #PAPILLOMAVIRUS,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#CANCERDEL'UT…RUS,#R…INFOCOVID,#CONTR‘LESOCIAL,#GARDASIL,#RobertKENEDYJr,#LIGUENATIONALEPOURLALIBERT…DESVACCINATIONS,#NON¿LAVACCINATIONCONTRELEPAPILLOMAVIRUS,#PAPILLOMAVIRUS,,,,,,,,,,,,,,,,,1.6461617909910566e+18,https://pangolinsetmantilles.info/2023/04/alerte-rouge-touche-pas-a-mon-gosse-une-maman-parle-aux-mamans-reinfocovid.html,,,,https://twitter.com/sinformerlacle/status/1646161790991056902,False,f9a78db5,fr,0,250,17,"['Alerte', 'de', 'la', 'Ligue', 'Nationale', 'pour', 'la', 'Libert', '...', 'pangolinsetmantilles.info/20Ö', '#', ""CANCERDEL'UT…RUS"", '#', 'R…INFOCOVID', '#', 'CONTR', '‘', 'LESOCIAL', '#', 'GARDASIL', '#', 'RobertKENEDYJr', '#', 'LIGUENATIONALEPOURLALIBERT…DESVACCINATIONS', '#', 'NON¿LAVACCINATIONCONTRELEPAPILLOMAVIRUS', '#', 'PAPILLOMAVIRUS']","['alerte', 'ligue', 'nationale', 'pour', 'libert', 'contr', 'lesocial', 'gardasil', 'robertkenedyjr', 'papillomavirus']","['alerte', 'ligue', 'nationale', 'libert', 'contr', 'lesocial', 'gardasil', 'robertkenedyjr', 'papillomavirus']","['alerte', 'ligue', 'national', 'libert', 'contr', 'lesocial', 'gardasil', 'robertkenedyjr', 'papillomavirus']"
89,227,Sun Apr 16 21:03:00 +00:00 2023,"On parle de la secrÈtaire d'Ètat BÈrangËre #Couillard qui travaille pour le compte d'un #assassin #cocaÔnomane qui a euthanasiÈ nos aÓnÈs au #Rivotril, qui planifie de piquer nos gosses au #Gardasil, qui fait radier les mÈdecins qui soignent, interdire les mÈdicaments qui guÈrissent et suspendre sans salaire ni droits sociaux les soignants refusant de mourir par injection lÈtale au contenu gardÈ secret dÈfonse sans AMM aprËs les avoir fait travailler habillÈs avec des sacs poubelles, le tout coordonnÈ par des #FDO transformÈes pour le confort de sa cause en #PolicePolitique et vous voulez nous donnez des leÁons de civisme en insultant #JMLP @lepenjm ?""""Que le cul vous gratte et les bras vous soient trop courts.",61,8f37f164,,,,,,,,,,,,,,,,0,0,2,8b415771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,#Couillard,#assassin,#cocaÔnomane,"#Rivotril,","#Gardasil,",#FDO,#PolicePolitique,#JMLP,,,,,,,,,,,,,,,,,1.6477071867876966e+18,,,,,https://twitter.com/ThCastioni/status/1647707186787696640,False,54789adb,fr,81,720,115,"['On', 'parle', 'de', 'la', 'secrÈtaire', ""d'Ètat"", 'BÈrangËre', '#', 'Couillard', 'qui', 'travaille', 'pour', 'le', 'compte', ""d'un"", '#', 'assassin', '#', 'cocaÔnomane', 'qui', 'a', 'euthanasiÈ', 'nos', 'aÓnÈs', 'au', '#', 'Rivotril', ',', 'qui', 'planifie', 'de', 'piquer', 'nos', 'gosses', 'au', '#', 'Gardasil', ',', 'qui', 'fait', 'radier', 'les', 'mÈdecins', 'qui', 'soignent', ',', 'interdire', 'les', 'mÈdicaments', 'qui', 'guÈrissent', 'et', 'suspendre', 'sans', 'salaire', 'ni', 'droits', 'sociaux', 'les', 'soignants', 'refusant', 'de', 'mourir', 'par', 'injection', 'lÈtale', 'au', 'contenu', 'gardÈ', 'secret', 'dÈfonse', 'sans', 'AMM', 'aprËs', 'les', 'avoir', 'fait', 'travailler', 'habillÈs', 'avec', 'des', 'sacs', 'poubelles', ',', 'le', 'tout', 'coordonnÈ', 'par', 'des', '#', 'FDO', 'transformÈes', 'pour', 'le', 'confort', 'de', 'sa', 'cause', 'en', '#', 'PolicePolitique', 'et', 'vous', 'voulez', 'nous', 'donnez', 'des', 'leÁons', 'de', 'civisme', 'en', 'insultant', '#', 'JMLP', '@', 'lepenjm', '?', '``', '``', 'Que', 'le', 'cul', 'vous', 'gratte', 'et', 'les', 'bras', 'vous', 'soient', 'trop', 'courts', '.']","['parle', 'secrètaire', 'bèrangëre', 'couillard', 'qui', 'travaille', 'pour', 'compte', 'assassin', 'cocaônomane', 'qui', 'euthanasiè', 'nos', 'aónès', 'rivotril', 'qui', 'planifie', 'piquer', 'nos', 'gosses', 'gardasil', 'qui', 'fait', 'radier', 'les', 'mèdecins', 'qui', 'soignent', 'interdire', 'les', 'mèdicaments', 'qui', 'guèrissent', 'suspendre', 'sans', 'salaire', 'droits', 'sociaux', 'les', 'soignants', 'refusant', 'mourir', 'par', 'injection', 'lètale', 'contenu', 'gardè', 'secret', 'dèfonse', 'sans', 'amm', 'aprës', 'les', 'avoir', 'fait', 'travailler', 'habillès', 'avec', 'des', 'sacs', 'poubelles', 'tout', 'coordonnè', 'par', 'des', 'fdo', 'transformèes', 'pour', 'confort', 'cause', 'policepolitique', 'vous', 'voulez', 'nous', 'donnez', 'des', 'leáons', 'civisme', 'insultant', 'jmlp', 'lepenjm', 'que', 'cul', 'vous', 'gratte', 'les', 'bras', 'vous', 'soient', 'trop', 'courts']","['parle', 'secrètaire', 'bèrangëre', 'couillard', 'travaille', 'compte', 'assassin', 'cocaônomane', 'euthanasiè', 'aónès', 'rivotril', 'planifie', 'piquer', 'gosses', 'gardasil', 'fait', 'radier', 'mèdecins', 'soignent', 'interdire', 'mèdicaments', 'guèrissent', 'suspendre', 'sans', 'salaire', 'droits', 'sociaux', 'soignants', 'refusant', 'mourir', 'injection', 'lètale', 'contenu', 'gardè', 'secret', 'dèfonse', 'sans', 'amm', 'aprës', 'avoir', 'fait', 'travailler', 'habillès', 'sacs', 'poubelles', 'tout', 'coordonnè', 'fdo', 'transformèes', 'confort', 'cause', 'policepolitique', 'voulez', 'donnez', 'leáons', 'civisme', 'insultant', 'jmlp', 'lepenjm', 'cul', 'gratte', 'bras', 'trop', 'courts']","['parl', 'secrètaire', 'bèrangër', 'couillard', 'travaill', 'compte', 'assassin', 'cocaônomane', 'euthanasiè', 'aónè', 'rivotril', 'planifi', 'piquer', 'gosse', 'gardasil', 'faire', 'radier', 'mèdecin', 'soigner', 'interdir', 'mèdicament', 'guèrissent', 'suspendre', 'sans', 'salaire', 'droit', 'social', 'soignant', 'refusant', 'mourir', 'injection', 'lètal', 'contenu', 'gardè', 'secret', 'dèfonse', 'sans', 'amm', 'aprë', 'avoir', 'faire', 'travailler', 'habillès', 'sac', 'poubelle', 'tout', 'coordonnè', 'fdo', 'transformèes', 'confort', 'cause', 'policepolitiqu', 'vouloir', 'donner', 'leáer', 'civisme', 'insulter', 'jmlp', 'lepenjm', 'cul', 'gratt', 'bras', 'trop', 'court']"
90,232,Wed Apr 12 07:51:00 +00:00 2023,"Vaxx Covid effets secondaires graves""11vaccins obligatoires pour les nourrissons Effets secondaires graves dus aux adjuvants#Gardasil provoque des dÈcËs et effets secondaires graves""Plainte dÈposÈe par RaphaÎl Cohen et la CSAPE auprËs del‡ CPI pour crimes contre l'humanitÈ",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6460584048408945e+18,,,,,https://twitter.com/72andree72/status/1646058404840894467,False,87d7af5f,fr,1,273,36,"['Vaxx', 'Covid', 'effets', 'secondaires', 'graves', ""''"", '11vaccins', 'obligatoires', 'pour', 'les', 'nourrissons', 'Effets', 'secondaires', 'graves', 'dus', 'aux', 'adjuvants', '#', 'Gardasil', 'provoque', 'des', 'dÈcËs', 'et', 'effets', 'secondaires', 'graves', ""''"", 'Plainte', 'dÈposÈe', 'par', 'RaphaÎl', 'Cohen', 'et', 'la', 'CSAPE', 'auprËs', 'del‡', 'CPI', 'pour', 'crimes', 'contre', ""l'humanitÈ""]","['vaxx', 'covid', 'effets', 'secondaires', 'graves', 'obligatoires', 'pour', 'les', 'nourrissons', 'effets', 'secondaires', 'graves', 'dus', 'aux', 'adjuvants', 'gardasil', 'provoque', 'des', 'dècës', 'effets', 'secondaires', 'graves', 'plainte', 'dèposèe', 'par', 'raphaîl', 'cohen', 'csape', 'auprës', 'cpi', 'pour', 'crimes', 'contre']","['vaxx', 'covid', 'effets', 'secondaires', 'graves', 'obligatoires', 'nourrissons', 'effets', 'secondaires', 'graves', 'dus', 'adjuvants', 'gardasil', 'provoque', 'dècës', 'effets', 'secondaires', 'graves', 'plainte', 'dèposèe', 'raphaîl', 'cohen', 'csape', 'auprës', 'cpi', 'crimes', 'contre']","['vaxx', 'covid', 'effet', 'secondaire', 'grave', 'obligatoire', 'nourrisson', 'effet', 'secondaire', 'grave', 'devoir', 'adjuvant', 'gardasil', 'provoqu', 'dècë', 'effet', 'secondaire', 'grave', 'plainte', 'dèposèe', 'raphaîl', 'cohen', 'csape', 'auprës', 'cpi', 'crime', 'contre']"
