,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,char_count,word_count,tokens,doc_prep,doc_prep_nostop,doc_lemmatized
34,137,Wed May 10 15:45:00 +00:00 2023,"??MERCK states that #Gardasil """"""""contains NO viral DNA"""""""". ""TESTED - 100% positive for HPV DNA was found..SANE VAX to FDA: Recombinant HPV DNA found in multiple samples of Gardasil ""sanevax.org/sane-vax-to-fda-Ö",0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563245722145997e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,https://twitter.com/Kelli7997Kelli/status/1656324572214599681,False,60848c1f,en,0,213,30,"['?', '?', 'MERCK', 'states', 'that', '#', 'Gardasil', '``', ""''"", ""''"", ""''"", 'contains', 'NO', 'viral', 'DNA', ""''"", ""''"", ""''"", ""''"", '.', '``', 'TESTED', '-', '100', '%', 'positive', 'for', 'HPV', 'DNA', 'was', 'found', '..', 'SANE', 'VAX', 'to', 'FDA', ':', 'Recombinant', 'HPV', 'DNA', 'found', 'in', 'multiple', 'samples', 'of', 'Gardasil', '``', 'sanevax.org/sane-vax-to-fda-Ö']","['merck', 'states', 'that', 'gardasil', 'contains', 'viral', 'dna', 'tested', 'positive', 'for', 'hpv', 'dna', 'was', 'found', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'found', 'multiple', 'samples', 'gardasil']","['merck', 'states', 'gardasil', 'contains', 'viral', 'dna', 'tested', 'positive', 'hpv', 'dna', 'found', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'found', 'multiple', 'samples', 'gardasil']","['merck', 'state', 'gardasil', 'contain', 'viral', 'dna', 'test', 'positive', 'hpv', 'dna', 'find', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'find', 'multiple', 'sample', 'gardasil']"
35,143,Wed Jun 21 06:23:00 +00:00 2023,#gardasil #Merck #vaccineinjuries childrenshealthdefense.org/dÖ,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#Merck,#vaccineinjuries,,,,,,,,,,,,,,,,,,,,,,1.6714033962834043e+18,https://childrenshealthdefense.org/defender/injured-merck-gardasil-hpv-vaccine-case/,,,,https://twitter.com/nomedicmandates/status/1671403396283404289,False,c63e8724,en,0,63,4,"['#', 'gardasil', '#', 'Merck', '#', 'vaccineinjuries', 'childrenshealthdefense.org/dÖ']","['gardasil', 'merck', 'vaccineinjuries']","['gardasil', 'merck', 'vaccineinjuries']","['gardasil', 'merck', 'vaccineinjurie']"
36,144,Sun May 14 08:22:00 +00:00 2023,"Diane Harper, lead #Gardasil researcher ñ what are the facts? skepticalraptor.com/skepticaÖ",2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6576626060714555e+18,http://www.skepticalraptor.com/skepticalraptorblog.php/diane-harper-lead-gardasil-researcher-facts/,,,,https://twitter.com/debunkdenialism/status/1657662606071455746,False,885d7d9e,en,2,91,11,"['Diane', 'Harper', ',', 'lead', '#', 'Gardasil', 'researcher', 'ñ', 'what', 'are', 'the', 'facts', '?', 'skepticalraptor.com/skepticaÖ']","['diane', 'harper', 'lead', 'gardasil', 'researcher', 'what', 'are', 'the', 'facts']","['diane', 'harper', 'lead', 'gardasil', 'researcher', 'facts']","['diane', 'harper', 'lead', 'gardasil', 'researcher', 'fact']"
37,147,Wed Aug 02 01:47:00 +00:00 2023,"We filed the initial patent applications for the life-saving #Gardasil vaccine more than 30 years ago in 1991."" The #hpvvaccine , developed by @ianhfrazer @UQ_News , now has the potential to eliminate #cervicalcancer worldwide. Read more from @gavi ""tinyurl.com/nr3r84n7",2,33d7ad43,8aac2727,c8f9fa77,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#hpvvaccine,#cervicalcancer,,,,,,,,,,,,,,,,,,,,,,1.686554324401623e+18,https://tinyurl.com/nr3r84n7,,,,https://twitter.com/UniQuestUQ/status/1686554324401623040,False,eb71aefa,en,5,270,39,"['We', 'filed', 'the', 'initial', 'patent', 'applications', 'for', 'the', 'life-saving', '#', 'Gardasil', 'vaccine', 'more', 'than', '30', 'years', 'ago', 'in', '1991', '.', ""''"", 'The', '#', 'hpvvaccine', ',', 'developed', 'by', '@', 'ianhfrazer', '@', 'UQ_News', ',', 'now', 'has', 'the', 'potential', 'to', 'eliminate', '#', 'cervicalcancer', 'worldwide', '.', 'Read', 'more', 'from', '@', 'gavi', '``', 'tinyurl.com/nr3r84n7']","['filed', 'the', 'initial', 'patent', 'applications', 'for', 'the', 'gardasil', 'vaccine', 'more', 'than', 'years', 'ago', 'the', 'hpvvaccine', 'developed', 'ianhfrazer', 'now', 'has', 'the', 'potential', 'eliminate', 'cervicalcancer', 'worldwide', 'read', 'more', 'from', 'gavi']","['filed', 'initial', 'patent', 'applications', 'gardasil', 'vaccine', 'years', 'ago', 'hpvvaccine', 'developed', 'ianhfrazer', 'potential', 'eliminate', 'cervicalcancer', 'worldwide', 'read', 'gavi']","['file', 'initial', 'patent', 'application', 'gardasil', 'vaccine', 'year', 'ago', 'hpvvaccine', 'develop', 'ianhfrazer', 'potential', 'eliminate', 'cervicalcancer', 'worldwide', 'read', 'gavi']"
38,150,Tue Apr 04 18:41:00 +00:00 2023,"ANOTHER testimony. So much for being """"""""Extremely Safe"""""""" @DonnaHowardTX. "" ""#NotExtremelySafe #Gardasil #HB989 #txlege",5,631ae441,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,,1.64332282108117e+18,,,,,https://twitter.com/TXforVaxChoice/status/1643322821081169920,True,0f3e9762,en,10,121,14,"['ANOTHER', 'testimony', '.', 'So', 'much', 'for', 'being', '``', ""''"", ""''"", ""''"", 'Extremely', 'Safe', ""''"", ""''"", ""''"", ""''"", '@', 'DonnaHowardTX.', '``', '``', '#', 'NotExtremelySafe', '#', 'Gardasil', '#', 'HB989', '#', 'txlege']","['another', 'testimony', 'much', 'for', 'being', 'extremely', 'safe', 'notextremelysafe', 'gardasil', 'txlege']","['another', 'testimony', 'much', 'extremely', 'safe', 'notextremelysafe', 'gardasil', 'txlege']","['another', 'testimony', 'much', 'extremely', 'safe', 'notextremelysafe', 'gardasil', 'txlege']"
39,152,Fri Mar 31 15:36:00 +00:00 2023,"CORVELVA's #GARDASIL chemical composition..""""drive.google.com/open?id=1vWÖ",0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4ce74afe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.641826744838799e+18,https://drive.google.com/open?id=1vWln5OD9ySYyjnY_OHM_TkFPxoaRK08K,,,,https://twitter.com/Kelli7997Kelli/status/1641826744838799361,False,60848c1f,en,0,74,4,"['CORVELVA', ""'s"", '#', 'GARDASIL', 'chemical', 'composition', '..', ""''"", ""''"", 'drive.google.com/open', '?', 'id=1vWÖ']","['corvelva', 'gardasil', 'chemical', 'composition']","['corvelva', 'gardasil', 'chemical', 'composition']","['corvelva', 'gardasil', 'chemical', 'composition']"
40,154,Tue Apr 18 00:26:00 +00:00 2023,Start with making pharmaceutical companies liable for killing and or maiming our children. #Gardasil #dtap,0,,,,,,,,,,,,,,,,,0,0,0,5dd4da28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#dtap,,,,,,,,,,,,,,,,,,,,,,,1.6481207627866317e+18,,,,,https://twitter.com/AnthonyColalilo/status/1648120762786631680,False,0a6c85c8,en,0,106,15,"['Start', 'with', 'making', 'pharmaceutical', 'companies', 'liable', 'for', 'killing', 'and', 'or', 'maiming', 'our', 'children', '.', '#', 'Gardasil', '#', 'dtap']","['start', 'with', 'making', 'pharmaceutical', 'companies', 'liable', 'for', 'killing', 'and', 'maiming', 'our', 'children', 'gardasil', 'dtap']","['start', 'making', 'pharmaceutical', 'companies', 'liable', 'killing', 'maiming', 'children', 'gardasil', 'dtap']","['start', 'make', 'pharmaceutical', 'company', 'liable', 'kill', 'maim', 'child', 'gardasil', 'dtap']"
41,160,Thu Jul 13 19:05:00 +00:00 2023,"Do you have a wart? Thatís HPV. Human Papilloma Virus. ""Some strains can cause anogenital, throat and cervical cancer. HPV can be transmitted just by human touch.The vaccines work. Go get it. ""#HPV #HPVvaccine #antivax #gardasil",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#HPVvaccine,#antivax,#gardasil,,,,,,,,,,,,,,,,,,,,,1.6795676244921836e+18,,,,,https://twitter.com/DhaDocToR/status/1679567624492183552,False,599c5c07,en,0,228,36,"['Do', 'you', 'have', 'a', 'wart', '?', 'Thatís', 'HPV', '.', 'Human', 'Papilloma', 'Virus', '.', '``', 'Some', 'strains', 'can', 'cause', 'anogenital', ',', 'throat', 'and', 'cervical', 'cancer', '.', 'HPV', 'can', 'be', 'transmitted', 'just', 'by', 'human', 'touch.The', 'vaccines', 'work', '.', 'Go', 'get', 'it', '.', '``', '#', 'HPV', '#', 'HPVvaccine', '#', 'antivax', '#', 'gardasil']","['you', 'have', 'wart', 'thatís', 'hpv', 'human', 'papilloma', 'virus', 'some', 'strains', 'can', 'cause', 'anogenital', 'throat', 'and', 'cervical', 'cancer', 'hpv', 'can', 'transmitted', 'just', 'human', 'vaccines', 'work', 'get', 'hpv', 'hpvvaccine', 'antivax', 'gardasil']","['wart', 'thatís', 'hpv', 'human', 'papilloma', 'virus', 'strains', 'cause', 'anogenital', 'throat', 'cervical', 'cancer', 'hpv', 'transmitted', 'human', 'vaccines', 'work', 'get', 'hpv', 'hpvvaccine', 'antivax', 'gardasil']","['wart', 'thatís', 'hpv', 'human', 'papilloma', 'virus', 'strain', 'cause', 'anogenital', 'throat', 'cervical', 'cancer', 'hpv', 'transmit', 'human', 'vaccine', 'work', 'get', 'hpv', 'hpvvaccine', 'antivax', 'gardasil']"
42,161,Wed Aug 02 00:04:00 +00:00 2023,13-Year-Old Noah Foleyís Untimely Death After Gardasil piped.video/aILrJQENFq8 via @YouTube #Gardasil,0,f6961215,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6865284507801436e+18,https://piped.video/aILrJQENFq8,,,,https://twitter.com/Lynnste17333605/status/1686528450780143616,False,888610cb,en,0,101,11,"['13-Year-Old', 'Noah', 'Foleyís', 'Untimely', 'Death', 'After', 'Gardasil', 'piped.video/aILrJQENFq8', 'via', '@', 'YouTube', '#', 'Gardasil']","['noah', 'foleyís', 'untimely', 'death', 'after', 'gardasil', 'via', 'youtube', 'gardasil']","['noah', 'foleyís', 'untimely', 'death', 'gardasil', 'via', 'youtube', 'gardasil']","['noah', 'foleyí', 'untimely', 'death', 'gardasil', 'via', 'youtube', 'gardasil']"
43,162,Thu May 04 18:36:00 +00:00 2023,#HPV #VaccineSideEffects #vaccineinjuries #StopTheShots #Cancer #CancerResearch #cancerawareness #gardasil,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#HPV,#VaccineSideEffects,#vaccineinjuries,#StopTheShots,#Cancer,#CancerResearch,#cancerawareness,#gardasil,,,,,,,,,,,,,,,,,1.6541932276149002e+18,,,,,https://twitter.com/Paul__Rasmussen/status/1654193227614900233,False,f76378bd,en,4,106,8,"['#', 'HPV', '#', 'VaccineSideEffects', '#', 'vaccineinjuries', '#', 'StopTheShots', '#', 'Cancer', '#', 'CancerResearch', '#', 'cancerawareness', '#', 'gardasil']","['hpv', 'vaccinesideeffects', 'vaccineinjuries', 'stoptheshots', 'cancer', 'cancerresearch', 'cancerawareness', 'gardasil']","['hpv', 'vaccinesideeffects', 'vaccineinjuries', 'stoptheshots', 'cancer', 'cancerresearch', 'cancerawareness', 'gardasil']","['hpv', 'vaccinesideeffect', 'vaccineinjurie', 'stoptheshot', 'cancer', 'cancerresearch', 'cancerawareness', 'gardasil']"
44,165,Wed Aug 16 14:23:00 +00:00 2023,"Many Unvaccinated Men .... Infected with #HPV "" precisionvaccinations.com/maÖ ""#vaccine #Gardasil #cervicalcancer #pharmacy #hcsm #mHealth",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#HPV,#vaccine,#Gardasil,#cervicalcancer,#pharmacy,#hcsm,#mHealth,,,,,,,,,,,,,,,,,,1.6918180660054467e+18,https://www.precisionvaccinations.com/many-unvaccinated-men-infected-hpv-2023-08-16,,,,https://twitter.com/donaldhackett/status/1691818066005446992,True,c8066041,en,2,138,15,"['Many', 'Unvaccinated', 'Men', '....', 'Infected', 'with', '#', 'HPV', '``', 'precisionvaccinations.com/maÖ', '``', '#', 'vaccine', '#', 'Gardasil', '#', 'cervicalcancer', '#', 'pharmacy', '#', 'hcsm', '#', 'mHealth']","['many', 'unvaccinated', 'men', 'infected', 'with', 'hpv', 'vaccine', 'gardasil', 'cervicalcancer', 'pharmacy', 'hcsm', 'mhealth']","['many', 'unvaccinated', 'men', 'infected', 'hpv', 'vaccine', 'gardasil', 'cervicalcancer', 'pharmacy', 'hcsm', 'mhealth']","['many', 'unvaccinate', 'man', 'infect', 'hpv', 'vaccine', 'gardasil', 'cervicalcancer', 'pharmacy', 'hcsm', 'mhealth']"
45,167,Wed May 10 15:33:00 +00:00 2023,"@P_McCulloughMD """"??MERCK states that #Gardasil """"""""contains NO viral DNA"""""""". "" TESTED - 100% positive for HPV DNA was found.. SANE VAX to FDA: Recombinant HPV DNA found in multiple samples of Gardasil ""sanevax.org/sane-vax-to-fda-Ö",0,af617236,,,,,,,,,,,,,,,,0,0,1,af617236,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563216872297226e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,https://twitter.com/Kelli7997Kelli/status/1656321687229722626,False,60848c1f,en,1,233,33,"['@', 'P_McCulloughMD', '``', ""''"", '?', '?', 'MERCK', 'states', 'that', '#', 'Gardasil', '``', ""''"", ""''"", ""''"", 'contains', 'NO', 'viral', 'DNA', ""''"", ""''"", ""''"", ""''"", '.', '``', 'TESTED', '-', '100', '%', 'positive', 'for', 'HPV', 'DNA', 'was', 'found', '..', 'SANE', 'VAX', 'to', 'FDA', ':', 'Recombinant', 'HPV', 'DNA', 'found', 'in', 'multiple', 'samples', 'of', 'Gardasil', '``', 'sanevax.org/sane-vax-to-fda-Ö']","['merck', 'states', 'that', 'gardasil', 'contains', 'viral', 'dna', 'tested', 'positive', 'for', 'hpv', 'dna', 'was', 'found', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'found', 'multiple', 'samples', 'gardasil']","['merck', 'states', 'gardasil', 'contains', 'viral', 'dna', 'tested', 'positive', 'hpv', 'dna', 'found', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'found', 'multiple', 'samples', 'gardasil']","['merck', 'state', 'gardasil', 'contain', 'viral', 'dna', 'test', 'positive', 'hpv', 'dna', 'find', 'sane', 'vax', 'fda', 'recombinant', 'hpv', 'dna', 'find', 'multiple', 'sample', 'gardasil']"
46,169,Thu May 18 07:23:00 +00:00 2023,@AmyPaulin Just advanced a bill that would allow practitioners to give #gardasil shots to any child as young as 9 without parental consent or knowledge.,0,563e6d96,,,,,,,,,,,,,,,,0,0,2,515ae539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6590973750240625e+18,,,,,https://twitter.com/Blanca/status/1659097375024062464,False,ba6d4ff6,en,2,152,25,"['@', 'AmyPaulin', 'Just', 'advanced', 'a', 'bill', 'that', 'would', 'allow', 'practitioners', 'to', 'give', '#', 'gardasil', 'shots', 'to', 'any', 'child', 'as', 'young', 'as', '9', 'without', 'parental', 'consent', 'or', 'knowledge', '.']","['amypaulin', 'just', 'advanced', 'bill', 'that', 'would', 'allow', 'practitioners', 'give', 'gardasil', 'shots', 'any', 'child', 'young', 'without', 'parental', 'consent', 'knowledge']","['amypaulin', 'advanced', 'bill', 'would', 'allow', 'practitioners', 'give', 'gardasil', 'shots', 'child', 'young', 'without', 'parental', 'consent', 'knowledge']","['amypaulin', 'advance', 'bill', 'would', 'allow', 'practitioner', 'give', 'gardasil', 'shot', 'child', 'young', 'without', 'parental', 'consent', 'knowledge']"
47,175,Tue Apr 04 16:56:00 +00:00 2023,"#Court Orders #Merck to Turn Over #Gardasil #AdverseEvent Databases""to plaintiffs suing the #pharmaceutical giant for injuries allegedly caused by the #HPVvaccine ""childrenshealthdefense.org/dÖ",3,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Court,#Merck,#Gardasil,#AdverseEvent,#pharmaceutical,#HPVvaccine,,,,,,,,,,,,,,,,,,,1.643296562607448e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court,,,,https://twitter.com/CHdefenseNY/status/1643296562607448064,False,7b0e78d3,en,4,193,22,"['#', 'Court', 'Orders', '#', 'Merck', 'to', 'Turn', 'Over', '#', 'Gardasil', '#', 'AdverseEvent', 'Databases', ""''"", 'to', 'plaintiffs', 'suing', 'the', '#', 'pharmaceutical', 'giant', 'for', 'injuries', 'allegedly', 'caused', 'by', 'the', '#', 'HPVvaccine', '``', 'childrenshealthdefense.org/dÖ']","['court', 'orders', 'merck', 'turn', 'over', 'gardasil', 'adverseevent', 'databases', 'plaintiffs', 'suing', 'the', 'pharmaceutical', 'giant', 'for', 'injuries', 'allegedly', 'caused', 'the', 'hpvvaccine']","['court', 'orders', 'merck', 'turn', 'gardasil', 'adverseevent', 'databases', 'plaintiffs', 'suing', 'pharmaceutical', 'giant', 'injuries', 'allegedly', 'caused', 'hpvvaccine']","['court', 'order', 'merck', 'turn', 'gardasil', 'adverseevent', 'database', 'plaintiff', 'sue', 'pharmaceutical', 'giant', 'injury', 'allegedly', 'cause', 'hpvvaccine']"
48,177,Sun Apr 02 06:43:00 +00:00 2023,"??????HPV???? | BPK 9 ??????""???? 23,000 ?????????!????????.?????????????? WeChat?ipenzz13linkbio.co/50123051HcLU8""#???? #???? #???? #?? #?? #HPV #???? #??HPV?? #???? #GARDASIL #??????? #HPV????",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#????,#????,#????,#??,#??,#HPV,#????,#??HPV??,#????,#GARDASIL,#???????,#HPV????,,,,,,,,,,,,,1.6424173690952376e+18,https://linkbio.co/50123051HcLU8,,,,https://twitter.com/MoliMali_/status/1642417369095237639,False,5904fd1b,en,0,194,19,"['?', '?', '?', '?', '?', '?', 'HPV', '?', '?', '?', '?', '|', 'BPK', '9', '?', '?', '?', '?', '?', '?', ""''"", '?', '?', '?', '?', '23,000', '?', '?', '?', '?', '?', '?', '?', '?', '?', '!', '?', '?', '?', '?', '?', '?', '?', '?', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'WeChat', '?', 'ipenzz13linkbio.co/50123051HcLU8', ""''"", '#', '?', '?', '?', '?', '#', '?', '?', '?', '?', '#', '?', '?', '?', '?', '#', '?', '?', '#', '?', '?', '#', 'HPV', '#', '?', '?', '?', '?', '#', '?', '?', 'HPV', '?', '?', '#', '?', '?', '?', '?', '#', 'GARDASIL', '#', '?', '?', '?', '?', '?', '?', '?', '#', 'HPV', '?', '?', '?', '?']","['hpv', 'bpk', 'wechat', 'hpv', 'hpv', 'gardasil', 'hpv']","['hpv', 'bpk', 'wechat', 'hpv', 'hpv', 'gardasil', 'hpv']","['hpv', 'bpk', 'wechat', 'hpv', 'hpv', 'gardasil', 'hpv']"
49,178,Wed May 10 01:04:00 +00:00 2023,"This is HPV vaccine called the #Gardasil. ""One of my friend's daughter was pushed to get this by the pediatrician. But I had already informed her about this, and she said NO. ""The pediatrician was so mad at her that she had to stop going to that particular pediatrician.",1,,,,,,,,,,,,,,,,,0,0,1,2591ab66,50732800,f9936ebe,c0bd8dd3,7e7ccffd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.656103000623161e+18,,,,,https://twitter.com/juntamaxter/status/1656103000623161348,False,83d7e626,en,3,270,49,"['This', 'is', 'HPV', 'vaccine', 'called', 'the', '#', 'Gardasil', '.', '``', 'One', 'of', 'my', 'friend', ""'s"", 'daughter', 'was', 'pushed', 'to', 'get', 'this', 'by', 'the', 'pediatrician', '.', 'But', 'I', 'had', 'already', 'informed', 'her', 'about', 'this', ',', 'and', 'she', 'said', 'NO', '.', '``', 'The', 'pediatrician', 'was', 'so', 'mad', 'at', 'her', 'that', 'she', 'had', 'to', 'stop', 'going', 'to', 'that', 'particular', 'pediatrician', '.']","['this', 'hpv', 'vaccine', 'called', 'the', 'gardasil', 'one', 'friend', 'daughter', 'was', 'pushed', 'get', 'this', 'the', 'pediatrician', 'but', 'had', 'already', 'informed', 'her', 'about', 'this', 'and', 'she', 'said', 'the', 'pediatrician', 'was', 'mad', 'her', 'that', 'she', 'had', 'stop', 'going', 'that', 'particular', 'pediatrician']","['hpv', 'vaccine', 'called', 'gardasil', 'one', 'friend', 'daughter', 'pushed', 'get', 'pediatrician', 'already', 'informed', 'said', 'pediatrician', 'mad', 'stop', 'going', 'particular', 'pediatrician']","['hpv', 'vaccine', 'call', 'gardasil', 'one', 'friend', 'daughter', 'push', 'get', 'pediatrician', 'already', 'inform', 'say', 'pediatrician', 'mad', 'stop', 'go', 'particular', 'pediatrician']"
50,181,Thu May 18 06:20:00 +00:00 2023,"#Gardasil #HPV vaccine, just another horrible failure.",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6590815966060623e+18,,,,,https://twitter.com/Etrick/status/1659081596606062592,False,d8b9a965,en,1,54,7,"['#', 'Gardasil', '#', 'HPV', 'vaccine', ',', 'just', 'another', 'horrible', 'failure', '.']","['gardasil', 'hpv', 'vaccine', 'just', 'another', 'horrible', 'failure']","['gardasil', 'hpv', 'vaccine', 'another', 'horrible', 'failure']","['gardasil', 'hpv', 'vaccine', 'another', 'horrible', 'failure']"
51,185,Fri Mar 31 01:51:00 +00:00 2023,#vaccines #HPV #CrimesAgainstHumanity #Gardasil #DiedSuddenly,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#vaccines,#HPV,#CrimesAgainstHumanity,#Gardasil,#DiedSuddenly,,,,,,,,,,,,,,,,,,,,1.6416190880438272e+18,,,,,https://twitter.com/snowbird1942/status/1641619088043827202,False,b2c0ff79,en,0,61,5,"['#', 'vaccines', '#', 'HPV', '#', 'CrimesAgainstHumanity', '#', 'Gardasil', '#', 'DiedSuddenly']","['vaccines', 'hpv', 'crimesagainsthumanity', 'gardasil', 'diedsuddenly']","['vaccines', 'hpv', 'crimesagainsthumanity', 'gardasil', 'diedsuddenly']","['vaccine', 'hpv', 'crimesagainsthumanity', 'gardasil', 'diedsuddenly']"
52,186,Tue Apr 04 14:24:00 +00:00 2023,Do you have an #HPVvaccine #Gardasil injury story to share? Tell Rep @DonnaHowardTX how #NotExtremelySafe this vax is and urge the TX Higher Ed Cmte to vote ìnoî on #HB989 #txlege,6,631ae441,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,#HPVvaccine,#Gardasil,#NotExtremelySafe,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,1.643258331937624e+18,,,,,https://twitter.com/ThinkerMichelle/status/1643258331937624066,True,6c9ebe87,en,12,179,31,"['Do', 'you', 'have', 'an', '#', 'HPVvaccine', '#', 'Gardasil', 'injury', 'story', 'to', 'share', '?', 'Tell', 'Rep', '@', 'DonnaHowardTX', 'how', '#', 'NotExtremelySafe', 'this', 'vax', 'is', 'and', 'urge', 'the', 'TX', 'Higher', 'Ed', 'Cmte', 'to', 'vote', 'ìnoî', 'on', '#', 'HB989', '#', 'txlege']","['you', 'have', 'hpvvaccine', 'gardasil', 'injury', 'story', 'share', 'tell', 'rep', 'donnahowardtx', 'how', 'notextremelysafe', 'this', 'vax', 'and', 'urge', 'the', 'higher', 'cmte', 'vote', 'ìnoî', 'txlege']","['hpvvaccine', 'gardasil', 'injury', 'story', 'share', 'tell', 'rep', 'donnahowardtx', 'notextremelysafe', 'vax', 'urge', 'higher', 'cmte', 'vote', 'ìnoî', 'txlege']","['hpvvaccine', 'gardasil', 'injury', 'story', 'share', 'tell', 'rep', 'donnahowardtx', 'notextremelysafe', 'vax', 'urge', 'higher', 'cmte', 'vote', 'ìnoî', 'txlege']"
