X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement
32,Thu Jul 27 06:20:00 +00:00 2023,bènèfices risques croire lorsque effets secondaires multiplient pipedvideoagvyedshlg,30,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,1.6844487194107983e+18,https://piped.video/AgvY-EdSHLg,,,,https://twitter.com/Resistance_SM/status/1684448719410798594,True,abd0d0bf,fr,70
39,Mon Jul 03 15:50:00 +00:00 2023,,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#netouchezpasauxenfants,,,,,,,,,,,,,,,,,,,,,,,1.6758948611472753e+18,,,,,https://twitter.com/mariefrancois94/status/1675894861147275264,False,443d7512,fr,2
40,Thu Jul 27 06:04:00 +00:00 2023,injection masse lieu pourriezvous demander gvt statistiques comptezvous laisser faire,0,cfd07bbc,5870d139,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#collËges,"#lycÈes,",#Gardasil,#Enfants,#Adolescents,#Vaccinodromes,#PEEP,#FCPE,,,,,,,,,,,,,,,,,1.6844446757242675e+18,,,,,https://twitter.com/DLFParis16/status/1684444675724267520,False,12ba55ec,fr,0
43,Tue Aug 22 21:20:00 +00:00 2023,audition parlementaire tout daluminium enfants asthme enfants malady auto immune,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HpB,#Grippe,#Alzheimer,#CrimesAgainstHumanity,,,,,,,,,,,,,,,,,,,,1.69409724928059e+18,,,,,https://twitter.com/JaneOfArc6/status/1694097249280589905,False,7086e2aa,fr,1
45,Wed Jul 05 18:19:00 +00:00 2023,protèger enfants injection dèj ètè expèrimentè dautre pay non seulement elles inefficaces sus elles saccompagnent deffets secondaires,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#CrimesAgainstChildren,#Injection,#Papillonavirus,#Gardasil,#ProtectChildren,#ProtectOurKids,#France,,,,,,,,,,,,,,,,,,1.6766569543183974e+18,,,,,https://twitter.com/CerebroOnAir/status/1676656954318397443,False,af9119e0,fr,0
47,Sat Aug 26 08:59:00 +00:00 2023,bonjour non faut laccord deux parent celuici mongosse gouvernementfractualitepa,5,,,,,,,,,,,,,,,,,0,1,1,1fc899d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#papillomavirus,#TouchePas¿MonGosse,,,,,,,,,,,,,,,,,,,,,,1.6953603186695537e+18,https://www.gouvernement.fr/actualite/papillomavirus-vaccination-pour-les-eleves-de-5e-a-la-rentree-2023,,,,https://twitter.com/AssociationPEC/status/1695360318669553707,False,a7587ab3,fr,7
48,Sat May 06 13:17:00 +00:00 2023,procës chercher compte plus dinfos,1,7b0e78d3,,,,,,,,,,,,,,,,0,0,0,0e18769e,063b417b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6548378580358062e+18,,,,,https://twitter.com/DLFParis16/status/1654837858035806209,False,12ba55ec,fr,1
49,Fri May 26 11:48:00 +00:00 2023,druideet nest surprenant vu lhistorique,0,,,,,,,,,,,,,,,,,0,0,0,e74fe1cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#H1N1,#Gardasil",,,,,,,,,,,,,,,,,,,,,,,,1.6620630903121388e+18,,,,,https://twitter.com/ARTiCIe35/status/1662063090312138752,False,9695345a,fr,0
57,Mon Jul 03 09:40:00 +00:00 2023,poizon tout soutien victimes,1,,,,,,,,,,,,,,,,,0,0,0,6229fd75,e693a2e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.6758016934123725e+18,,,,,https://twitter.com/Hell3June/status/1675801693412372483,False,f0dad914,fr,1
59,Fri Aug 18 21:27:00 +00:00 2023,vaccination ca discute paseuh ben si fait tavise tapprocher gosses crowdbunkercomvhlfstybw,783,,,,,,,,,,,,,,,,,0,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,#Gardasil,#Papillomavirus,,,,,,,,,,,,,,,,,,,,,,,1.6926494061163648e+18,https://crowdbunker.com/v/hLfSTy2bw4,,,,https://twitter.com/ErikLoridan/status/1692649406116364763,False,5a109e29,fr,1062
60,Fri Aug 04 07:12:00 +00:00 2023,essais aussi truquès ceux linjection,6,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,#Vaccin,#Gardasil,#Covid,,,,,,,,,,,,,,,,,,,,,,1.6873609490642327e+18,,,,,https://twitter.com/DLFParis16/status/1687360949064232960,False,12ba55ec,fr,15
62,Sat Jul 15 22:32:00 +00:00 2023,danger ado rentrèe gouvernement pousse vaccination contre vaccin dangereux inefficace favorise nouveaux viruspgibertiecomdan,6,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.6803446195553812e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,https://twitter.com/Utilisateur_21b/status/1680344619555381255,False,f5c9a112,fr,14
63,Sun Jul 09 20:10:00 +00:00 2023,cette vaccination nest obligatoire cest donc parent dècider enfant si oui non cette vaccination nècessaire an prendre compte bènèficesrisques injection dos nècessaires,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#vaccination,,,,,,,,,,,,,,,,,,,,,,,,1.678134657370542e+18,,,,,https://twitter.com/Maren31_Uhl/status/1678134657370542080,False,5c3a8cbb,fr,0
66,Fri May 26 07:30:00 +00:00 2023,cest dangereux dinjecter produits touchent systëme immunitaire gen pourquoi prendre risques jeunes a na sen entretien complet pipedvideohtexkzbyky,14,70110e1b,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,#santÈ,#vaccins,#vaccination,#papillomavirus,#gardasil,,,,,,,,,,,,,,,,,,,,1.661998101480239e+18,https://piped.video/HTeXkz_BykY,,,,https://twitter.com/HM_Thalamy/status/1661998101480239106,False,3421a23b,fr,24
70,Sat May 06 07:11:00 +00:00 2023,quand capable reconnatre ei diffèrents scandales sanitaires sans rechigner droit parler science avant,1,,,,,,,,,,,,,,,,,0,1,0,dbe48352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#creuzfeldtjacob,#levothyrox,#mediator,#h1n1,#gardasil,,,,,,,,,,,,,,,,,,,,1.6547456558714552e+18,,,,,https://twitter.com/Liz131975/status/1654745655871455232,False,9384252d,fr,2
71,Sat Apr 08 22:05:00 +00:00 2023,inefficacitè forte toxicite vaccin chez enfantsles vaccins obligatoires nourrissons loi agnës buzyn provoquent effets secondaires graf causès adjuvant toujours injectès provoque dècës effets secondaires graf tjs injectès,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6448238086398935e+18,,,,,https://twitter.com/72andree72/status/1644823808639893505,False,87d7af5f,fr,1
74,Mon Jul 17 22:01:00 +00:00 2023,gardonsnous,8,,,,,,,,,,,,,,,,,0,0,0,1500ffbb,2a034c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6810615886047887e+18,,,,,https://twitter.com/AHcCamille/status/1681061588604788738,False,31be7426,fr,8
76,Sun Jun 11 18:38:00 +00:00 2023,avisez dèployer infirmiëres ive reich ècoles injection alerte injection sans consentement parent d ecoles,0,a7587ab3,252b0256,61dce985,f4b49e4d,5fe1257b,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#Covid,,,,,,,,,,,,,,,,,,,,,,,1.6679645159824876e+18,,,,,https://twitter.com/JaneOfArc6/status/1667964515982487557,False,7086e2aa,fr,1
77,Wed Aug 16 22:13:00 +00:00 2023,torchon financè letat donc bill gatesvive vaccination permanente,4,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6919361601325507e+18,,,,,https://twitter.com/francoisros/status/1691936160132550876,False,51c96d6c,fr,5
79,Thu Jun 15 03:54:00 +00:00 2023,voulait celui contre covid finalement professeur injectè mari enseignant vendait adolescenteset plaint france derniëreils pèniblement leurs jumeaux fiv donneur a donnèbig pharma va reprendre,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#BigPharma,,,,,,,,,,,,,,,,,,,,,,,1.669191732217487e+18,,,,,https://twitter.com/salsadany57/status/1669191732217487360,False,77dc7e9a,fr,0
85,Sat Apr 08 18:27:00 +00:00 2023,faire enlever condylomes cest tellement partie plaisir certains hommes savent vraiment quoi parlentpoke,9,a9bf2fd5,1ba4f765,d26d5d93,14b9f397,64f3c3d5,,,,,,,,,,,,0,0,2,d5ef779e,a818189e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6447690616859195e+18,,,,,https://twitter.com/laurenceteamhcl/status/1644769061685919744,False,d5ef779e,fr,11
86,Sun Jul 09 20:03:00 +00:00 2023,vacciner monde gavi,1,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,#LesGuignols,,,,,,,,,,,,,,,,,,,,,,,1.6781327072791183e+18,,,,,https://twitter.com/DiedSuddenlyFR/status/1678132707279118338,False,e491a29b,fr,4
89,Tue Aug 22 15:27:00 +00:00 2023,renseignezvs avant mettre ado danger vaccin gardasil danger docteurnicoledelepinefrp linfection papillomavirus passe inaperue grande maj ca pire leffet paradoxal aggravation taux k chez vaccinèes,4,930d0858,,,,,,,,,,,,,,,,0,0,2,e34762f9,e250b232,1e1594da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6940084736278694e+18,http://docteur.nicoledelepine.fr/?p=2455,,,,https://twitter.com/LiberteSagesse/status/1694008473627869498,False,725e654c,fr,6
94,Tue Apr 04 20:56:00 +00:00 2023,tribunal ordonne a merck livrer base donnèes effets indèsirablesles vaccins obligatoires nourrissons effets secondaires graf causès adjuvant toujours injectès,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6433568980522516e+18,,,,,https://twitter.com/72andree72/status/1643356898052251649,False,87d7af5f,fr,0
95,Tue May 02 08:14:00 +00:00 2023,puis surtout parlons scandale u juste procës,5,,,,,,,,,,,,,,,,,0,0,1,870d261a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#pfizerfiles,,,,,,,,,,,,,,,,,,,,,,,1.653312112150696e+18,,,,,https://twitter.com/miroir_au23411/status/1653312112150695936,False,c23f31ce,fr,6
96,Mon May 22 08:06:00 +00:00 2023,campagne vaccination refusons thèrapies gèniques engendrent massif protègeonsles merci partager connaissances poison dabord,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#effetssecondaires,#Gardasil,#cancer,#jeunesse,#santÈ,#business,#crime,#gÈnocide,#justice,#Nuremberg2,,,,,,,,,,,,,,,1.6605576476140257e+18,,,,,https://twitter.com/Morisset2022/status/1660557647614025728,False,4ec31234,fr,2
98,Fri Apr 14 12:26:00 +00:00 2023,podcast csi ngardasil fait pointsurya arby philippe cazournes hèlëne banoun louis fouchèpodcastersspotifycompods,87,,,,,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,#gardasil,#junkscience,#conflitsinteret,#toxicitÈ,#inefficacitÈ,,,,,,,,,,,,,,,,,,,,1.6468523862399875e+18,https://podcasters.spotify.com/pod/show/csi-fr/episodes/CSI-n99--Surya-Arby-13042023-vaccins-anti-HPV--synthse-des-donnes-mises--jour-e22b2sv,,,,https://twitter.com/ConseilCsi/status/1646852386239987713,False,7ef4eca2,fr,143
100,Fri May 26 06:21:00 +00:00 2023,protëgetil cancer col lutèrus crowdbunkercomvtvbugs,3,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,#papillomavirus)?,,,,,,,,,,,,,,,,,,,,,,,1.6619808447041126e+18,https://crowdbunker.com/v/Tv5bug6S,,,,https://twitter.com/ToursInsoumis/status/1661980844704112641,True,620a3023,fr,4
101,Sat Apr 22 13:55:00 +00:00 2023,vaxx anticovid effets secondaires gravesvaccins obligatoires nourrissons effets secondaires graf causès adjuvant provoque dècës effets secondairesplainte crime contre lhumanitè dèposèe cour pènale internationale,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6497739150807368e+18,,,,,https://twitter.com/72andree72/status/1649773915080736770,False,87d7af5f,fr,0
106,Sun Jun 11 14:21:00 +00:00 2023,poizon coutons parole victimes soutenons,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.6678998616544625e+18,,,,,https://twitter.com/Hell3June/status/1667899861654462464,False,f0dad914,fr,1
109,Thu May 04 20:14:00 +00:00 2023,aussi fabriquè sanofi pasteur bh serge weinberg prèsident conseil dadministration sanofi nest autre homme fait entrer jeune emmanuel macron banque rothschild o ètait administrateur,10,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6542180125373724e+18,,,,,https://twitter.com/ToussMichelle/status/1654218012537372675,False,efe2fb13,fr,16
110,Tue Jul 11 17:29:00 +00:00 2023,elles faites publièes site contredisent vùtres attend littèrature scientifique dèmontrant lefficacitè innocuitè dont fate promotion parent procës lètranger france curieux ègalement,2,,,,,,,,,,,,,,,,,0,0,0,57e76f39,e74fe1cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.678818890095161e+18,,,,,https://twitter.com/AssociationPEC/status/1678818890095161348,False,a7587ab3,fr,2
114,Sun May 14 17:54:00 +00:00 2023,procës cours,14,,,,,,,,,,,,,,,,,0,0,1,ea81ae4d,1c17ed5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6578067176551055e+18,,,,,https://twitter.com/DLFParis16/status/1657806717655105536,False,12ba55ec,fr,15
116,Wed Aug 02 10:14:00 +00:00 2023,macron veut vacciner enfants franais contre papillomavirus croyez quils courant effets secondaires certain pay dèj recul traitement cest catastrophe savent criminels,7,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#Gardasil,#Crimes,#children,,,,,,,,,,,,,,,,,,,,,,1.68668190380852e+18,,,,,https://twitter.com/CerebroOnAir/status/1686681903808520193,False,af9119e0,fr,11
117,Sun May 28 10:23:00 +00:00 2023,a mèrite promouvoir traitement prècoce toutefois premier vouloir punir rèticents vaccins prèconise comme fait partie sèrail scientiste cest loup attaquè hyënes pipedvideozaampntydk,3,acfe9c7d,,,,,,,,,,,,,,,,0,0,2,a850ef75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.6627665236460913e+18,https://piped.video/zAampntyD6k,,,,https://twitter.com/Malikabouchafa/status/1662766523646091265,False,5e6f118a,fr,6
119,Sat Jul 15 16:30:00 +00:00 2023,danger ado rentrèe gouvernement pousse vaccination contre vaccin dangereux inefficace favorise nouveaux virus pgibertiecomdan via,2,eee6aec2,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.6802534076494643e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,https://twitter.com/MuratetMichel/status/1680253407649464326,False,56c8591e,fr,2
