X;created_at;full_text;likes_count;mentioning_users.0;mentioning_users.1;mentioning_users.2;mentioning_users.3;mentioning_users.4;mentioning_users.5;mentioning_users.6;mentioning_users.7;mentioning_users.8;mentioning_users.9;mentioning_users.10;mentioning_users.11;mentioning_users.12;mentioning_users.13;mentioning_users.14;mentioning_users.15;played_count;quotes_count;replies_count;replying_to.0;replying_to.1;replying_to.2;replying_to.3;replying_to.4;replying_to.5;replying_to.6;replying_to.7;replying_to.8;replying_to.9;replying_to.10;replying_to.11;replying_to.12;replying_to.13;replying_to.14;replying_to.15;replying_to.16;replying_to.17;replying_to.18;replying_to.19;replying_to.20;replying_to.21;replying_to.22;replying_to.23;replying_to.24;replying_to.25;replying_to.26;replying_to.27;replying_to.28;replying_to.29;replying_to.30;replying_to.31;replying_to.32;replying_to.33;replying_to.34;replying_to.35;replying_to.36;replying_to.37;replying_to.38;replying_to.39;replying_to.40;replying_to.41;replying_to.42;replying_to.43;replying_to.44;replying_to.45;replying_to.46;replying_to.47;retweeted_by;retweets_count;tweet_hashtags.0;tweet_hashtags.1;tweet_hashtags.2;tweet_hashtags.3;tweet_hashtags.4;tweet_hashtags.5;tweet_hashtags.6;tweet_hashtags.7;tweet_hashtags.8;tweet_hashtags.9;tweet_hashtags.10;tweet_hashtags.11;tweet_hashtags.12;tweet_hashtags.13;tweet_hashtags.14;tweet_hashtags.15;tweet_hashtags.16;tweet_hashtags.17;tweet_hashtags.18;tweet_hashtags.19;tweet_hashtags.20;tweet_hashtags.21;tweet_hashtags.22;tweet_hashtags.23;tweet_id;tweet_links.0;tweet_links.1;tweet_links.2;tweet_links.3;;user_is_verified;user_name;language;engagement;sentiment_scores;positive;neutral;negative;compound;sentiment_label
254;Mon May 08 18:45:00 +00:00 2023;serious injury gardasil injection watch wisner baum attorney monique alarcon pipedvideoshortsolxjqqlb gardasil gardasil hpv hpvvaccine hpvawareness lawyer;1;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#Gardasil9;#HPV;#hpvvaccine;#hpvawareness;#lawyer;;;;;;;;;;;;;;;;;;;1.6556450160633815e+18;https://piped.video/shorts/_oLxJqQLbPw;;;;;FALSE;35be2b85;en;4;{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.4767};0.0;785;215;-0.4767;Negative
255;Mon May 08 17:05:00 +00:00 2023;hey ny red hot action call state assemblymember senator oppose bill aa allows minor get gardasil shot;8;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;#NY!;#Gardasil;#shots;;;;;;;;;;;;;;;;;;;;;;1.655619920560894e+18;;;;;;FALSE;451ea5fa;en;15;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
256;Mon May 08 02:23:00 +00:00 2023;young woman sue merckthe hpvvaccine meant stop cervicalcancer actually cause disease righttoknow informedconsent gardasil pipedvideowatchvzmqvi;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPVVaccine;#CervicalCancer,;#RightToKnow;#InformedConsent;#Gardasil;;;;;;;;;;;;;;;;;;;;1.6553978971507955e+18;https://piped.video/watch?v=_4Zm1qviqdI;;;;;TRUE;2e55b8d9;en;1;{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296};0.0;864;136;-296;Negative
257;Thu Mar 23 22:11:00 +00:00 2023;lovely seeing couple barren lesbian plot sterilization everyone else gardasil;1;;;;;;;;;;;;;;;;;0;0;0;a7f714cf;fd9992f7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6390269935043584e+18;;;;;;FALSE;ab44402f;en;1;{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859};297;703;0.0;0.5859;Positive
258;Thu Mar 23 15:36:00 +00:00 2023;reason avoid gardasil childrenshealthdefenseorgn;1;;;;;;;;;;;;;;;;;0;0;0;80b90cce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6389275958395822e+18;https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/;;;;;FALSE;64837a54;en;1;{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296};0.0;577;423;-296;Negative
259;Sun Mar 19 20:24:00 +00:00 2023;someone family suffered side effect related hpv vaccine may able pursue legal action gardasil lawsuitvaccineinjury gardasil hpvbitlylvv;4;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#VaccineInjury;#Gardasil;#HPV;;;;;;;;;;;;;;;;;;;;;;1.637550532817748e+18;https://bit.ly/423L0VV;;;;;FALSE;35be2b85;en;7;{'neg': 0.162, 'neu': 0.761, 'pos': 0.076, 'compound': -0.4019};76;761;162;-0.4019;Negative
270;Sat Jun 17 12:23:00 +00:00 2023;someone asked question video hpvvaccine gardasil creating good jumpoff point vaccinelawsuits adverse event addressed vaccine getvaccinated safeandeffective;4;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#HPVVaccine;#Gardasil,;#VaccineLawsuit(s);#Vaccines;#GetVaccinated;#SafeAndEffective;;;;;;;;;;;;;;;;;;;1.6700445992832492e+18;;;;;;FALSE;9b89ea36;en;6;{'neg': 0.116, 'neu': 0.648, 'pos': 0.236, 'compound': 0.3818};236;648;116;0.3818;Positive
272;Sat Jun 17 02:48:00 +00:00 2023;dont let rainbow fool merck currently advocating multiple dos gardasil one sufficient promoting molnupiravir despite ineffectiveness risk patient global health suing block medicare negotiating drug price;44;;;;;;;;;;;;;;;;;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;#gardasil;#molnupiravir;#medicare;;;;;;;;;;;;;;;;;;;;;;1.6698997824905871e+18;;;;;;FALSE;a424ef04;en;59;{'neg': 0.148, 'neu': 0.594, 'pos': 0.258, 'compound': 0.3983};258;594;148;0.3983;Positive
281;Mon Mar 13 19:23:00 +00:00 2023;reinfocovid gardasil desinformation;21;;;;;;;;;;;;;;;;;0;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;#gardasil;#Desinformation;;;;;;;;;;;;;;;;;;;;;;;1.6353608412468508e+18;;;;;;FALSE;e10b2ad3;en;32;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
284;Fri Feb 17 10:24:00 +00:00 2023;hpv gardasilthis book better researched vaccine;9;;;;;;;;;;;;;;;;;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;#HPV;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6265278987306268e+18;;;;;;FALSE;90099ae8;en;19;{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404};367;633;0.0;0.4404;Positive
285;Thu Feb 09 09:02:00 +00:00 2023;state hostility vaccine injury confined covid hpv gardasil vaccine parent teenage girl must read conservativewomancoukstat via;0;fc02532b;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#hpv;#gardasil;#vaccines;;;;;;;;;;;;;;;;;;;;;;1.6236082161259315e+18;https://www.conservativewoman.co.uk/states-hostility-on-vaccine-injury-is-not-confined-to-covid/;;;;;FALSE;f3068c30;en;0;{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.743};0.0;0.69;0.31;-743;Negative
287;Tue Feb 07 22:00:00 +00:00 2023;concern increased neurological autoimmune event hpv vaccine gardasil theepochtimescomhealthcon;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.623079198645682e+18;https://www.theepochtimes.com/health/concerns-of-increased-neurological-and-autoimmune-events-after-hpv-vaccines-large-studies_4983324.html?utm_campaign=socialshare_twitter&utm_source=twitter.com;;;;;FALSE;35be2b85;en;3;{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732};208;792;0.0;0.2732;Positive
289;Wed Feb 01 17:55:00 +00:00 2023;today critical mass third circuit talc dismissal setback major victory others plus science lab whose report prompted consumer product recall attack also gardasil opioid nichols atlawcomfddvtcmpshare via;0;a1eecb5a;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#GARDASIL;#OPIOID;#NICHOLS;;;;;;;;;;;;;;;;;;;;;;1.620843415998169e+18;https://at.law.com/5Fddvt?cmp=share_twitter;;;;;FALSE;68d4b745;en;1;{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.6597};0.0;822;178;-0.6597;Negative
291;Thu Feb 23 23:13:00 +00:00 2023;refused daughter son came along tried push thanks thanks gardasil hpv poison cdc liar;3;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#HPV;#Poison;#CDC;#Liars;;;;;;;;;;;;;;;;;;;;1.6288959207323976e+18;;;;;;FALSE;eb85d3ac;en;6;{'neg': 0.378, 'neu': 0.378, 'pos': 0.244, 'compound': -0.4939};244;378;378;-0.4939;Negative
292;Fri Mar 17 13:52:00 +00:00 2023;took poor family year prove daughter died hpvvaccine gardasil thats reason people arent trying sue vaccineinjuries newyorklegalexaminercomhe;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#HPVVaccine;#Gardasil.;#vaccineinjuries.;;;;;;;;;;;;;;;;;;;;;;1.636727130619822e+18;https://newyork.legalexaminer.com/health/fda-prescription-drugs/family-found-to-have-met-burden-of-proof-that-gardasil-caused-daughters-death/;;;;;FALSE;1ed0f3ba;en;3;{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.7717};0.0;691;309;-0.7717;Negative
295;Thu Jan 26 07:13:00 +00:00 2023;cervicalcancer nd leading cause cancer death woman cameroon case linked infection humanpapillomavirus hpvgardasil main vaccine used preventing hpv boy girl age herocameroon;10;16ee14b3;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#CervicalCancer;#Cameroon.;#HumanPapillomaVirus;#Gardasil;#HEROCameroon;;;;;;;;;;;;;;;;;;;;1.618507471861039e+18;;;;;;FALSE;4341ded6;en;18;{'neg': 0.331, 'neu': 0.669, 'pos': 0.0, 'compound': -0.8555};0.0;669;331;-0.8555;Negative
297;Mon Jan 30 05:25:00 +00:00 2023;back girl hospitalised colombia administration gardasil hpv vaccinevaccineinjuries vaccinegenocide cervicalcancer cervicalcancerawarenessmonth;4;;;;;;;;;;;;;;;;;0;1;2;c0bd8dd3;a504f7b6;cd5448e4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#Colombia;#Gardasil;#HPV;#vaccine;#vaccineinjuries;#vaccinegenocide;#CervicalCancer;#CervicalCancerAwarenessMonth;;;;;;;;;;;;;;;;;1.6199297219697336e+18;;;;;;FALSE;c0bd8dd3;en;15;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
300;Thu Feb 23 14:35:00 +00:00 2023;hpv vaccine trial seeking justice generation betrayed gardasilvaccineinjuryhpvpharmacide thevaccinereactionorg;6;;;;;;;;;;;;;;;;;0;2;7;31f0d1e0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;#gardasil;#vaccineinjury;#HPV;#pharmacide;;;;;;;;;;;;;;;;;;;;;1.6287655661723853e+18;https://thevaccinereaction.org/2018/10/the-hpv-vaccine-on-trial-seeking-justice-for-a-generation-betrayed/#.XQ-KwBqK4L8.twitter;;;;;FALSE;a9f94678;en;22;{'neg': 0.278, 'neu': 0.486, 'pos': 0.236, 'compound': -0.1531};236;486;278;-0.1531;Negative
303;Fri Mar 17 11:46:00 +00:00 2023;safe effective vaccine hpv vaccine gardasil target mounting legal claim trialsitenewscomasafeand hpv gardasil;6;;;;;;;;;;;;;;;;;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;#HPV;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6366954239046287e+18;https://www.trialsitenews.com/a/safe-and-effective-vaccine-hpv-vaccine-gardasil-target-of-mounting-legal-claims-c671896e;;;;;FALSE;96dfacc5;en;12;{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7579};429;571;0.0;0.7579;Positive
304;Tue Dec 27 01:59:00 +00:00 2022;lot missing inc chemtrails gardasil genderfluid stop;6;;;;;;;;;;;;;;;;;0;0;0;6687fdc0;b5388f80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#chemtrails;#Gardasil;#genderfluid;;;;;;;;;;;;;;;;;;;;;;1.6075566681325606e+18;;;;;;FALSE;26019221;en;6;{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.5267};0.0;532;468;-0.5267;Negative
305;Wed Feb 01 06:08:00 +00:00 2023;awakenindiamov read heart breaking story gardasil injurynypostcommygir hpv stoptheshotsnow guineapig cervicalcancerawarenessmonth;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;#hpv;#StoptheShotsNow;#guineapig;#CervicalCancerAwarenessMonth;;;;;;;;;;;;;;;;;;;;1.620665369986736e+18;https://nypost.com/2008/07/20/my-girl-died-as-guinea-pig-for-gardasil/;;;;;FALSE;510b587d;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
306;Wed Jan 04 03:40:00 +00:00 2023;tried force child tdap gardasil vaccine kidsgfys;1;;;;;;;;;;;;;;;;;0;0;0;bde50ee1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#tdap;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6104812016510157e+18;;;;;;FALSE;0a6c85c8;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
309;Sun Feb 05 21:40:00 +00:00 2023;gardasil poison;0;;;;;;;;;;;;;;;;;0;0;0;de26cfcb;cd5448e4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#GARDASIL;;;;;;;;;;;;;;;;;;;;;;;;1.62234951446315e+18;;;;;;FALSE;7945b4c4;en;0;{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423};0.0;222;778;-0.5423;Negative
310;Fri Feb 03 22:47:00 +00:00 2023;wisner baum senior partner michael baum explains really screen hpv otherwise youre increasing chance getting cervical cancer get shot gardasil gardasil hpv gardasilreaction gardasilinjury cervicalcancer pipedvideoshortswgng;3;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#Gardasil9;#HPV;#gardasilreaction;#gardasilinjury;#cervicalcancer;;;;;;;;;;;;;;;;;;;1.621641485891543e+18;https://piped.video/shorts/5wGN9-_6g70;;;;;FALSE;35be2b85;en;6;{'neg': 0.145, 'neu': 0.789, 'pos': 0.066, 'compound': -0.5267};66;789;145;-0.5267;Negative
311;Thu Dec 15 22:15:00 +00:00 2022;healthy year old boy died myocarditis receiving hpvvaccine gardasilsanevaxorggomezvujoel gomez healthy boy w preexisting health issue died next day nd gardasil shot lotusoak;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPVvaccine;#Gardasil;#LotusOak;;;;;;;;;;;;;;;;;;;;;;1.6035140983851786e+18;http://sanevax.org/.../11/Gomez-v-USDOH-expert-report.pdf;;;;;FALSE;3c4f6f3e;en;0;{'neg': 0.235, 'neu': 0.588, 'pos': 0.176, 'compound': -0.4215};176;588;235;-0.4215;Negative
312;Sat Jan 28 20:22:00 +00:00 2023;diane harper lead gardasil researcher fact skepticalraptorcomskeptica;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.619430686041014e+18;http://www.skepticalraptor.com/skepticalraptorblog.php/diane-harper-lead-gardasil-researcher-facts/;;;;;FALSE;885d7d9e;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
316;Sat Dec 17 01:04:00 +00:00 2022;factfriday gardasil achieved fda approval six month one principal investigator gardasil clinical trial human testing precedes fda approval said process went fast gardasil fda lawsuitbitlyeomuy;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#FactFriday;#Gardasil;#FDA;#lawsuit;;;;;;;;;;;;;;;;;;;;;1.6039189251750707e+18;https://bit.ly/3e5OmUy;;;;;FALSE;35be2b85;en;3;{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.7351};212;788;0.0;0.7351;Positive
317;Thu Jan 12 23:02:00 +00:00 2023;final tweet evening bmj uk doctor reexamine case mandatory vaccination hpv vaccine find zero evidence cervarix gardasil ever prevent single case cancer gsk merck ever state intended expected;0;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#BMJ;#HPV;#Cervarix;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.6136727016541716e+18;;;;;;FALSE;2db57c94;en;1;{'neg': 0.138, 'neu': 0.786, 'pos': 0.075, 'compound': -0.6124};75;786;138;-0.6124;Negative
318;Thu Feb 23 14:29:00 +00:00 2023;sacrificial virgin danger hpv vaccine gardasil rumblecomvwhewysacrifici;6;;;;;;;;;;;;;;;;;0;2;2;a9f94678;31f0d1e0;5f7587c6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;#HPV;#Vaccine;#gardasil;;;;;;;;;;;;;;;;;;;;;;1.6287639341645005e+18;https://rumble.com/v1whewy-sacrificial-virgins-the-dangers-of-the-hpv-vaccine-2017.html;;;;;FALSE;a9f94678;en;15;{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267};0.0;638;362;-0.5267;Negative
321;Thu Apr 20 19:27:00 +00:00 2023;mother daughter injured gardasil hpv shot testifies california state assembly health committee katherine robi spoke opposition section ab cancer prevention act vague ambiguous misleading pipedvideooyudguvjh via;0;f6961215;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#HPV;;;;;;;;;;;;;;;;;;;;;;;1.6491327224751227e+18;https://piped.video/O5yudGuVJH4;;;;;FALSE;35be2b85;en;3;{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.8807};0.0;663;337;-0.8807;Negative
322;Fri Feb 03 00:32:00 +00:00 2023;finished listening ology show brilliant ep warm smart educational person could listened daily thanks gardasil head alli recommend thankyou kitty australia;1;90d5d037;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Ologies;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6213056824893972e+18;;;;;;FALSE;ebdea972;en;1;{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9153};463;537;0.0;0.9153;Positive
323;Sat Jan 28 15:04:00 +00:00 2023;awakenindiamov dr uzi beller international authority gynecological cancer came publicly vaccinating year old girl israel gardasilageofautismcomhpv;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6193508019519895e+18;https://www.ageofautism.com/2013/09/hpv-vaccine-a-strong-criticism-from-leading-israeli-obgyn-doctor.html;;;;;FALSE;510b587d;en;4;{'neg': 0.223, 'neu': 0.711, 'pos': 0.066, 'compound': -0.6249};66;711;223;-0.6249;Negative
325;Fri Jan 06 16:14:00 +00:00 2023;really wish doctor expert would stop acting like thing havent killing injuring child long time vaccinedeaths vaccineinjurygardasil rip colton berret candlesforcolton itsnotrare itsnotfair;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#VaccineDeaths;#Vaccineinjury;#Gardasil;#CandlesForColton;#ItsNotRare;#ItsNotFair;;;;;;;;;;;;;;;;;;;1.6113956771032635e+18;;;;;;FALSE;6551827a;en;3;{'neg': 0.073, 'neu': 0.629, 'pos': 0.298, 'compound': 0.7788};298;629;73;0.7788;Positive
326;Sun Feb 05 15:59:00 +00:00 2023;merck worldwide sale gardasil usd q stoncologycomblogqme;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Merck;#GARDASIL;;;;;;;;;;;;;;;;;;;;;;;1.6222635577978552e+18;https://www.1stoncology.com/blog/4q22-merck-other-financial-disclosures1234626838;;;;;FALSE;6d289c6d;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
327;Thu Dec 15 22:11:00 +00:00 2022;gardasil vaccine given without consent ruin life year old girlvaccineimpactcomgardas lotusoak;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#Vaccine;#LotusOak;;;;;;;;;;;;;;;;;;;;;;1.603513042674733e+18;http://vaccineimpact.com/.../gardasil-vaccine-given.../;;;;;FALSE;3c4f6f3e;en;1;{'neg': 0.121, 'neu': 0.655, 'pos': 0.224, 'compound': 0.3412};224;655;121;0.3412;Positive
330;Sat Jan 14 20:23:00 +00:00 2023;sum post hpv vaccine medical condition court awarded compensation informedconsent noamnesty theyliedpeoplediedgardasilhpv whoquitindia;42;;;;;;;;;;;;;;;;;0;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;#InformedConsent;#NoAmnesty;#TheyLiedPeopleDied;#Gardasil;#HPV;#WHOQuitIndia;;;;;;;;;;;;;;;;;;;1.6143574863243223e+18;;;;;;FALSE;742d3e0e;en;91;{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019};184;816;0.0;0.4019;Positive
331;Thu Feb 23 14:11:00 +00:00 2023;please watch dad danish documentary teen girl received hpv vax one dangerous childhood vaccine gardasiloneless rumblecomvfithevacci;12;31f0d1e0;;;;;;;;;;;;;;;;0;2;4;31f0d1e0;5f7587c6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;#gardasil;#oneless;;;;;;;;;;;;;;;;;;;;;;;1.6287595447834132e+18;https://rumble.com/v18fi79-the-vaccinated-girls-sick-and-betrayed.html;;;;;FALSE;a9f94678;en;28;{'neg': 0.16, 'neu': 0.722, 'pos': 0.119, 'compound': -0.2023};119;722;0.16;-0.2023;Negative
333;Sun Feb 05 14:05:00 +00:00 2023;awakenindiamov truth gardasil vaccinegenocide hpv;1;;;;;;;;;;;;;;;;;0;1;0;742d3e0e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#vaccinegenocide;#HPV;;;;;;;;;;;;;;;;;;;;;;1.6222348946457395e+18;;;;;;FALSE;510b587d;en;2;{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182};365;635;0.0;0.3182;Positive
334;Thu Dec 15 21:59:00 +00:00 2022;read vaccine package insertsdeath acute disseminated encephalomyelitis adem guillainbarr syndrome transverse myelitis paralysis etc documented side effect gardasil hpvvaccinefdagovpubpackagei lotusoak;1;;;;;;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Vaccine;#Gardasil;#HPVvaccine.;#LotusOak;;;;;;;;;;;;;;;;;;;;;1.603510030241628e+18;https://www.fda.gov/.../pub.../Package-Insert---Gardasil.pdf;;;;;FALSE;3c4f6f3e;en;4;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
335;Fri Mar 17 04:04:00 +00:00 2023;maybe covid needed happen order vaccine lie come believer vaccine chickenpoxvax gardasil hpv started steering left;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#COVID19;#chickenpoxvax;#Gardasil;;;;;;;;;;;;;;;;;;;;;;1.6365791945064732e+18;;;;;;FALSE;c9821ff5;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
336;Fri Feb 03 00:08:00 +00:00 2023;gentleman jackalope helped u discover hpv connection cervical cancer read blog inspired recent invisible episode art credit anna todaro hpv cervicalcancer jackalope gardasil;0;4897926d;;;;;;;;;;;;;;;;0;0;0;29f3c19b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPV;#cervicalcancer;#jackalope;#gardasil;;;;;;;;;;;;;;;;;;;;;1.6212996046952527e+18;;;;;;FALSE;c4dc56a1;en;0;{'neg': 0.151, 'neu': 0.651, 'pos': 0.199, 'compound': 0.1027};199;651;151;0.1027;Positive
338;Thu Apr 20 13:03:00 +00:00 2023;hpv serious disease affect many american every year however preventable gardasil vaccine swipe learn publichealth immunization gardasil vaccination hpv;0;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPV;#publichealth;#immunization;#gardasil;#vaccination;#hpv;;;;;;;;;;;;;;;;;;;1.649036013145145e+18;;;;;;FALSE;a66cc32d;en;1;{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.0772};0.0;933;67;-0.0772;Negative
