,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,user_is_verified,user_name,language,engagement
10,36,Fri May 12 19:54:00 +00:00 2023,"May is Women's Healthcare Month. One step that women and people with uteruses can take to protect their health is to get the HPV vaccine and get regular PAP tests. "" ""#hpv #gardasil #hpvvaccineeducation #cancerprevention",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#hpv,#gardasil,#hpvvaccineeducation,#cancerprevention,,,,,,,,,,,,,,,,,,,,,1.6571119106454856e+18,,,,,False,5cfc7d9b,en,0
11,38,Wed Aug 30 17:37:00 +00:00 2023,"?? Ni injections #InformezVous ""#Gardasil #Cervarix ""#NeVousConformezPas",8,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,#InformezVous,#Gardasil,#Cervarix,#NeVousConformezPas,,,,,,,,,,,,,,,,,,,,,1.6969402501849623e+18,,,,,False,a7587ab3,en,15
12,46,Fri Aug 04 21:00:00 +00:00 2023,"After experiencing #heartproblems, #ovariancysts etc. after #Gardasil #HPV #vaccine, Shelby Thomson created @unjected, the worldís first #unvaccinateddating site. She joins #FaithfulFreedom with Teryn Gregson by @WTPatriotsUSA to discuss."" Full Ep:""rumble.com/v34e65t-unvaccinaÖ",6,7110b295,f06f231a,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"#heartproblems,",#ovariancysts,#Gardasil,#HPV,"#vaccine,",#unvaccinateddating,#FaithfulFreedom,,,,,,,,,,,,,,,,,,1.6875690981153667e+18,https://rumble.com/v34e65t-unvaccinated-dating-breastmilk-and-blood-donations.-parental-rifts-over-vax.html,,,,False,4d6af5c1,en,9
13,53,Sat May 06 09:54:00 +00:00 2023,#Merck&Co World-Wide Sales for #GARDASIL was 1972m USD in Q1 2023 (Up 34%) 1stoncology.com/blog/10-q-quÖ,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck&Co,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.654786726131368e+18,https://www.1stoncology.com/blog/10-q-quarterly-report-sections-1315d1234631081,,,,False,6d289c6d,en,0
14,69,Sun Apr 30 10:32:00 +00:00 2023,"Merck beats first-quarter expectations on Keytruda, Gardasil strength #Merck #Mercknews #cancer #financialresults #keytruda #Gardasil #HPVvaccine #molnupiravir #Lagevrio #q1results medicaldialogues.in/news/indÖ",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#Mercknews,#cancer,#financialresults,#keytruda,#Gardasil,#HPVvaccine,#molnupiravir,#Lagevrio,#q1results,,,,,,,,,,,,,,,1.6526218774945667e+18,https://medicaldialogues.in/news/industry/pharma/merck-beats-first-quarter-expectations-on-keytruda-gardasil-strength-110740?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3246541758&utm_content=scheduled-link&utm_id=212,,,,True,18a0009c,en,0
15,75,Wed Jun 07 17:53:00 +00:00 2023,That's Zuckerberg & his wife Priscilla Chan a pediatrician in the back of the needle car. #VaxxedII is about the harm the #gardasil vaccine has caused children. This political cartoon was way before covid. He's known where his bread is buttered long ago.,4,,,,,,,,,,,,,,,,,0,0,0,2116620a,e6993826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#VaxxedII,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.666503660132606e+18,,,,,False,8069e7af,en,6
16,78,Fri May 26 06:31:00 +00:00 2023,"Prevent HPV with Gardasil. Three separate doses needed for ages 12+ and available at #TheShotNurse."" ""#PreventHPV #Gardasil #Vaccinate",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#TheShotNurse.,#PreventHPV,#Gardasil,#Vaccinate,,,,,,,,,,,,,,,,,,,,,1.6619833179383887e+18,,,,,False,920fb328,en,1
17,81,Wed Mar 29 13:55:00 +00:00 2023,#Gardasil vk.com/wall684461573_2307,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.641076571678167e+18,https://vk.com/wall684461573_2307,,,,False,c6992b0f,en,0
18,82,Sun May 28 22:45:00 +00:00 2023,"m.facebook.com/story.php?stoÖ""The #Gardasil Shot. ""Remember it was marketed as """"""""safe and effective,"""""""" and they encouraged all kids and women, and men, ages of 9-26, to prevent 4 of the most prevalent strains of the Human Papilloma Virus (genital warts), which supposedly, they say can cause cervical cancer?  It causes cervical cancer, neurological injury, and infertility, among other things."" ""Go to: childrenshealthdefense.org/nÖ to find out why this """"""""safe and effective"""""""" vaccine is deadly.  Yet, after our FDA pulled the vaccine off the US market in 2020, after it killed and injured tens of thousands of people-- the same FDA, then approved it's grandparent vaccine, Gardasil9.  Now they market this vax as """"""""safe and effective,"""""""" and just like the first one, it's sold all over the world!   "" ""The annual deaths from cervical cancer in the US are 2.3/100,000 people.  The death rate from Gardasil's clinical trial was 85/100,000, or 37x that of deaths from cervical cancer.""""""""  "" In addition, they dramatically affect fertility!  The trials for both Gardasil and Gardasil9 showed a 25% and 27.4% miscarriage rate respectively, and they contain Polysorbate 80 and Borax.  These two chemicals are known to cause infertility in animals.  They used a deadly chemical, a neurotoxic aluminum adjuvant called AAHS, in their trial for Gardasil and called it a placebo! Placebos are supposed to be saline, or exercise, or something that cannot harm you!  Then guess what they used as a placebo for the Gardasil9 trial?  They used the first Gardasil shot, pulled off the US market, for deaths and injuries.  They then called it a placebo!  Doctors do not read the studies!  They read the summary of the study, which often doesn't even get close to matching the data. ie. Pfizer tried to keep the mRNA gene therapy shots in their #Pfizertrial hidden and confidential for 75 years.  Why do you think that was?  The Pfizer trial data shows an 82% miscarriage rate.  TOTALLY SAFE AND EFFECTIVE.  Of course, #BillGates was heavily involved in the funding, trial manipulation, and marketing via his Center for Global Development, who worked closely with the #CCP and the #WHO. Cgdev.org/blog/gates-funds-nÖ ""Who is the biggest donor to the Center for Global Development?  #TheBillandMelindaGatesFoundation, of course.  What was the CFGD founded to accomplish? The #UN2030 Agenda.  It says so clearly on their website via their """"""""about"""""""" page."" You can go to principled-practice.com/blog to understand the true history of our #CDC and #NIH.  #WakeUpAmerica #luciferian #depopulation #billgatesisevil #NewWorldOrder #Merck #MedicalFraud #healthcaredeaths  I am not an antivaxxer, I am an RN   #vaccinesafetyadvocate, who has learned the #ushealthcare industry has been heavily corrupted, and your health, and your life are often not their priority!  ""Sarah Lawton, RN, BSN, CCM",8,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#Pfizertrial,#BillGates,#CCP,#WHO.,"#TheBillandMelindaGatesFoundation,",#UN2030,#CDC,#NIH.,#WakeUpAmerica,#luciferian,#depopulation,#billgatesisevil,#NewWorldOrder,#Merck,#MedicalFraud,#healthcaredeaths,"#vaccinesafetyadvocate,",#ushealthcare,,,,,,1.662953328186204e+18,https://m.facebook.com/story.php?story_fbid=pfbid02jAbEGgK9JnLNgVNBLtzkzVGuR16xXw4u8GfCMCkdb53CrZnSXVoGR7wqEHrQUCCSl&id=1788567372&sfnsn=mo&mibextid=6aamW6,http://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/,http://Cgdev.org/blog/gates-funds-new-hpv-vaccine-program-path,http://principled-practice.com/blog,True,70b79133,en,12
19,83,Sat Apr 22 15:46:00 +00:00 2023,"#RFKJr., #Gardasil Many of the things Iím going to say today would be slanderous if they were not true.  if theyíre not true, then Merck should sue me. But Merck wonít do that. they wonít do it bkz in the US, truth is an absolute defense against slander.î childrenshealthdefense.org/nÖ",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#RFKJr.,",#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6498018743657185e+18,https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/,,,,False,c174c064,en,0
20,84,Tue Jul 11 17:55:00 +00:00 2023,"rumble.com/v2fbkew--jonathanÖ""?? Jonathan Irwin, founder of the Jack&Jill foundation.  Jonathan Irwin  explains how the #Gardasil HPV vaccine has injured his daughter, and how  the HSE in Ireland have done nothing to help.""#VaxxedIreland @GerardDelaney39 ?? @HealthFreedomIE",0,ee72a09a,376bd7d5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#VaxxedIreland,,,,,,,,,,,,,,,,,,,,,,,1.6788253509255452e+18,https://rumble.com/v2fbkew--jonathan-irwin-in-ireland-gardasil-.html,,,,False,856b07b6,en,0
21,87,Wed May 10 16:04:00 +00:00 2023,"IT HAS CANCER IN IT ????""""??MERCK states that #Gardasil """"""""contains NO viral DNA"""""""". ""TESTED - 100% positive for HPV DNA was found..SANE VAX to FDA: Recombinant HPV DNA found in multiple samples of Gardasil ""sanevax.org/sane-vax-to-fda-Ö",0,,,,,,,,,,,,,,,,,0,0,0,24596538,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563293333494538e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,False,60848c1f,en,0
22,91,Thu May 18 18:25:00 +00:00 2023,The data on #Gardasil is available. Educate yourselves.,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6592640107037614e+18,,,,,False,b6409b6a,en,3
23,97,Tue Jul 25 01:59:00 +00:00 2023,"And his anti-vax stance. #Gardasil"" His daughters *may* become promiscuous, unlike him. #Joyce: 2011 Australian Christian Lobby conference: ìThe best protection for those girls is that they get themselves into a secure relationship with a loving husbandî ""news.com.au/lifestyle/relatiÖ",0,,,,,,,,,,,,,,,,,0,0,0,f75dc56d,d57e9c0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,#Joyce:,,,,,,,,,,,,,,,,,,,,,,,1.6836582236166595e+18,https://www.news.com.au/lifestyle/relationships/marriage/the-comments-coming-back-to-haunt-barnaby-joyce/news-story/816edfc4ceb042435f80267ebd64cd8e,,,,False,5c600771,en,1
24,99,Tue Apr 18 19:58:00 +00:00 2023,"Were you diagnosed with POTS, premature ovarian failure, or other side effects after receiving the Gardasil HPV vaccine? You may be able to pursue compensation by filing a legal claim. ""#Gardasil #HPV #hpvvaccine #hpvawareness #gardasilreaction  ""wisnerbaum.com/blog/2023/aprÖ",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#HPV,#hpvvaccine,#hpvawareness,#gardasilreaction,,,,,,,,,,,,,,,,,,,,1.648415813421142e+18,https://www.wisnerbaum.com/blog/2023/april/how-to-file-an-hpv-vaccine-lawsuit/,,,,False,35be2b85,en,3
25,104,Wed Jun 07 15:55:00 +00:00 2023,"Thank you @megynkelly for having a truthful discussion about #hpv and #gardasil "" "" open.spotify.com/episode/74xÖ",4,22a00727,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#hpv,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.66647398797765e+18,https://open.spotify.com/episode/74xE0njNcLa1OYrr7jTmbq?si=XE_FoYJ4S6SAWBQOOJKMeA&context=spotify%3Ashow%3A0awxEJH88Xur0GHXuteBLw,,,,True,6c9ebe87,en,9
26,105,Wed May 10 16:00:00 +00:00 2023,"@tweetninthedark ""Not the first horror story I've heard about the Gardasil v@x.  Read the other day about a child who died after receiving it.  Skip that one and just don't be promiscuous.""#gardasil",0,72d7efa7,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.656328245623636e+18,,,,,False,c15447ba,en,0
27,108,Sun Jul 09 12:20:00 +00:00 2023,"a typical letter from a young woman injured by #Gardasil. Her injuries, like those of so many, are manifold, complex and life-altering. ""ìÖlupus, rheumatoid arthritis, raynauds, POTSÖIBS, etc., and cervical cancer requiring a hysterectomy by age 24.î""childrenshealthdefense.org/dÖ",0,,,,,,,,,,,,,,,,,0,0,0,cd5448e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.6780161714198692e+18,https://childrenshealthdefense.org/defender/new-book-corruption-hpv-vaccines-injuries/,,,,False,0ccf6b6d,en,0
28,113,Wed Aug 16 21:45:00 +00:00 2023,"Lawyers can join us tomorrow for the #Gardasil #HPV vaccine litigation update. Presenters are Tracy Turner of Pendley, Baudin & Coffin, Andrew Downing of Downing Allison & Jorgenson, and Bijan Esfandiari and Stephanie Sherman @lawyersherman of Wisner Baum.",1,487b9cd6,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6919291652919913e+18,,,,,False,35be2b85,en,1
29,115,Tue Aug 08 20:40:00 +00:00 2023,Reminder: NOT required in Virginia schools.  Abstinence or condoms. #Cville #UVA #gardasil,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Cville,#UVA,#gardasil,,,,,,,,,,,,,,,,,,,,,,1.6890138091663278e+18,,,,,False,5c884d2b,en,0
30,118,Thu May 18 18:25:00 +00:00 2023,The data on #Gardasil is available. Educate yourselves.,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.659264007084155e+18,,,,,False,b6409b6a,en,3
31,129,Sun Jun 11 12:45:00 +00:00 2023,"@AssociationPEC @ALnpvl @GardasilNews  """"#Gardasil",0,a7587ab3,a48203ee,6f4cf129,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6678756395656643e+18,,,,,False,7086e2aa,en,0
32,132,Sun Jul 09 12:13:00 +00:00 2023,"""""we want justice for our son, who suffered mightily because Merck never told us that serious adverse effects were possible. We want accountability and acknowledgment that what theyíve done is wrong.""""""""""#HPV #Gardasil #BigPharma""childrenshealthdefense.org/dÖ",0,,,,,,,,,,,,,,,,,0,0,0,cd5448e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#Gardasil,#BigPharma,,,,,,,,,,,,,,,,,,,,,,1.678014389801177e+18,https://childrenshealthdefense.org/defender/noah-foley-wrongful-death-lawsuit-gardasil-vaccine/,,,,False,0ccf6b6d,en,0
33,134,Thu May 04 18:39:00 +00:00 2023,#StopTheShots #vaccineinjuries #VaccineSideEffects #Cancer #CancerResearch #cancerawareness #gardasil,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#StopTheShots,#vaccineinjuries,#VaccineSideEffects,#Cancer,#CancerResearch,#cancerawareness,#gardasil,,,,,,,,,,,,,,,,,,1.6541939738277192e+18,,,,,False,f76378bd,en,4
34,137,Wed May 10 15:45:00 +00:00 2023,"??MERCK states that #Gardasil """"""""contains NO viral DNA"""""""". ""TESTED - 100% positive for HPV DNA was found..SANE VAX to FDA: Recombinant HPV DNA found in multiple samples of Gardasil ""sanevax.org/sane-vax-to-fda-Ö",0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563245722145997e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,False,60848c1f,en,0
35,143,Wed Jun 21 06:23:00 +00:00 2023,#gardasil #Merck #vaccineinjuries childrenshealthdefense.org/dÖ,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#Merck,#vaccineinjuries,,,,,,,,,,,,,,,,,,,,,,1.6714033962834043e+18,https://childrenshealthdefense.org/defender/injured-merck-gardasil-hpv-vaccine-case/,,,,False,c63e8724,en,0
36,144,Sun May 14 08:22:00 +00:00 2023,"Diane Harper, lead #Gardasil researcher ñ what are the facts? skepticalraptor.com/skepticaÖ",2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6576626060714555e+18,http://www.skepticalraptor.com/skepticalraptorblog.php/diane-harper-lead-gardasil-researcher-facts/,,,,False,885d7d9e,en,2
37,147,Wed Aug 02 01:47:00 +00:00 2023,"We filed the initial patent applications for the life-saving #Gardasil vaccine more than 30 years ago in 1991."" The #hpvvaccine , developed by @ianhfrazer @UQ_News , now has the potential to eliminate #cervicalcancer worldwide. Read more from @gavi ""tinyurl.com/nr3r84n7",2,33d7ad43,8aac2727,c8f9fa77,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#hpvvaccine,#cervicalcancer,,,,,,,,,,,,,,,,,,,,,,1.686554324401623e+18,https://tinyurl.com/nr3r84n7,,,,False,eb71aefa,en,5
