X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,sentiment_scores,positive,neutral,negative,compound,sentiment_label
1794,Sun May 28 23:30:00 +00:00 2023,eljardinesperanzacomfilant ntopos,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#agenda2030,#cambioclimatologico,#distopia,#EspaÒa,#fil·ntopos,#Gaslighting,#ingenieriasocial,#Manipulacion,#mentiras,#newage,#NOM,#ong,,,,,,,,,,,,,1.6629644972402726e+18,https://eljardinesperanza.com/filantropos-ongs-y-otras-mentiras/,,,,https://twitter.com/ESPERANZADELFIN/status/1662964497240272897,False,ab7535bc,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
1799,Sat Jun 03 23:23:00 +00:00 2023,pipedvideoniecgykdi,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Agenda2030,#GlobalismoTotalitario,#Biden,#USA,,,,,,,,,,,,,,,,,,,,,1.6651370663409582e+18,https://piped.video/NieCGYkDi50,,,,https://twitter.com/ChileSOSChile/status/1665137066340958211,False,7e004589,it,3,"{'positive': 0, 'neutral': 1, 'negative': 0, 'compound': 0.0, 'sentiment_label': 'Neutral'}",0.0,1.0,0.0,0.0,Neutral
1886,Thu Jul 27 22:55:00 +00:00 2023,il sull di questo passo il sull pulita dell non sar realizzato ansaitansanotizieasv,2,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Focus,#Iea,#Italia:,#Goal,#Agenda2030,#energy,#EnergyTransition,#SustainableFuture,#Sustainability,#RenewableEnergy,#carbonneutrality,#Europe,,,,,,,,,,,,,1.684699157410222e+18,https://www.ansa.it/ansa2030/notizie/asvis/2023/07/27/di-questo-passo-il-goal-7-sullenergia-pulita-dellagenda-2030-non-sara-realizzato_f879869b-0c4d-40be-9f26-2e65249a9dd5.html,,,,https://twitter.com/GradedSpa/status/1684699157410222080,False,911b6b06,it,4,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
1887,Sun May 28 23:21:00 +00:00 2023,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#stopagenda2030,#agenda2030,#nomNuevaEsclavitudMundial,,,,,,,,,,,,,,,,,,,,,,1.6629622198505308e+18,,,,,https://twitter.com/VictorAVKS/status/1662962219850530818,False,53c59cd2,it,1,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
1926,Fri Aug 04 23:07:00 +00:00 2023,holocausto universal,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6876010938222715e+18,,,,,https://twitter.com/Hartadetodo7622/status/1687601093822271489,False,cc7fc5f6,it,3,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
1940,Fri Aug 18 22:32:00 +00:00 2023,il cancro dellitalia servo degli servi del dell dovete estinguervi,1,9132a9df,,,,,,,,,,,,,,,,0,0,1,d101a7d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#usa,#wef,#Agenda2030,#Vannacci,#mussolini,,,,,,,,,,,,,,,,,,,,1.692665885473878e+18,,,,,https://twitter.com/baudaffipasqua3/status/1692665885473878098,False,ecd86d60,it,2,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
1950,Wed Jul 05 23:25:00 +00:00 2023,clinton francisco e soros jr,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,#nwo,#wwg1wga,#pedogate,#Pizzagate,#TheLastPope,,,,,,,,,,,,,,,,,,,1.676734086193324e+18,,,,,https://twitter.com/carlosneves1971/status/1676734086193324033,False,496cdcf0,it,0,"{'positive': 0.5, 'neutral': 0.5, 'negative': 0, 'compound': 0.5, 'sentiment_label': 'Positive'}",0.5,0.5,0.0,0.5,Positive
1979,Sat Jul 15 23:12:00 +00:00 2023,voi che vi siete fatti chiudere casa e bucare come bestie dallevamento voi non vi sentite dei grandissimi coglioni,42,,,,,,,,,,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,#COVID19,#Agenda2030,#Burioni,#Bassetti,,,,,,,,,,,,,,,,,,,,,1.6803545573002035e+18,,,,,https://twitter.com/Annarella2020/status/1680354557300203520,False,436b9eaf,it,58,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
1985,Mon Jul 17 23:13:00 +00:00 2023,grazie ancora ai fratellini litalia salva da,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030.,#carburanti,#energia,#industria,#Italia,,,,,,,,,,,,,,,,,,,,1.681079795524698e+18,,,,,https://twitter.com/elio_matonista/status/1681079795524698117,False,c7a460ad,it,0,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
1986,Mon May 08 23:59:00 +00:00 2023,la maldita,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#AGENDA2030,,,,,,,,,,,,,,,,,,,,,,,,1.655724135912276e+18,,,,,https://twitter.com/perritalore/status/1655724135912275969,False,0b0e9f59,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2074,Wed Jul 05 23:11:00 +00:00 2023,io voglio lavorare per arrivare una quarantina dieci anni anche se non sar pi sindacoche fossi servizio dei signior dell cosa risaputa che veste vorresti imporre alle persone di non possedere nullaauto compresaed essere felici,2,f44bfede,,,,,,,,,,,,,,,,0,0,0,482541fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6767306288242442e+18,,,,,https://twitter.com/bonanniandrea1/status/1676730628824244224,False,a1d5ddd0,it,3,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
2082,Mon May 22 23:09:00 +00:00 2023,pipedvideodxszufhtri,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#mentalcontrol,#masscontrol,#agenda2030,,,,,,,,,,,,,,,,,,,,,,1.660785089662296e+18,https://piped.video/dXSzuFHT2RI,,,,https://twitter.com/MrMrwhite7777/status/1660785089662296064,False,df278ddd,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2134,Tue Aug 08 22:21:00 +00:00 2023,su base settimanale andamento lento e obiettivo lontano qualenergiaitproarticoli,3,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Energie,#Rinnovabili,#Italia,#energytransition,#agenda2030,#RenewableEnergy,#Sustainability,#GreenEnergy,#Europe,#Russia,#UkraineRussiaWar,,,,,,,,,,,,,,1.689039173028581e+18,https://www.qualenergia.it/pro/articoli/rinnovabili-italia-su-base-settimanale-andamento-lento-obiettivo-lontano/,,,,https://twitter.com/GradedSpa/status/1689039173028581376,False,911b6b06,it,6,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
2205,Thu Aug 24 22:24:00 +00:00 2023,il grande reset un rapporto rivela lobiettivo dellorganizzazione globalista per il clima di vietare carne latticini e veicoli privati citt degli stati uniti entro il,0,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#USA,#WEF†#Agenda2030,#2030Agenda,#agricoltura,#carne,#CarneSintetica,#C40,#ClimateCrisis,,,,,,,,,,,,,,,,,1.694838136742797e+18,,,,,https://twitter.com/FertGiuseppe/status/1694838136742797326,False,7ce0fab8,it,2,"{'positive': 0.5, 'neutral': 0.5, 'negative': 0, 'compound': 0.5, 'sentiment_label': 'Positive'}",0.5,0.5,0.0,0.5,Positive
2228,Wed Jul 05 22:58:00 +00:00 2023,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,#TrappolaUe,,,,,,,,,,,,,,,,,,,,,,,1.6767273410017034e+18,,,,,https://twitter.com/pattypattt/status/1676727341001703433,False,8b06c4bb,it,1,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
2270,Sat Apr 22 23:54:00 +00:00 2023,pipedvideobqhhdxrutki,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#ClimateScam,#ClimateCult,#NetZero,#Agenda21,#Agenda2030,#GreatReset,,,,,,,,,,,,,,,,,,,1.6499247354411786e+18,https://piped.video/BQHhDxRuTkI,,,,https://twitter.com/Reepix4/status/1649924735441178626,False,10f9c861,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2305,Wed Mar 01 16:12:00 +00:00 2023,,6,,,,,,,,,,,,,,,,,0,1,0,b48783d8,1e83e711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#gardasil,#papillomavirus,#vaccination,#vaccinegenocide,#genocidevaccinal,#graphene,#zelada,#lilianazelada,,,,,,,,,,,,,,,,,1.6309642725607342e+18,,,,,https://twitter.com/Dz_CrytoxX/status/1630964272560734211,False,fa194cb5,it,11,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
2335,Thu Jul 13 22:43:00 +00:00 2023,arriva il aree idonee meno burocrazia e pi autorizzazioni per ed eolico rt,0,911b6b06,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Energie,"#Rinnovabili,",#decreto,#fotovoltaico,#energy,#EnergyTransition,#EnergyStorage,#solarenergy,#Agenda2030,#Sustainability,#Europe,#Russia,#UkraineRussianWar,,,,,,,,,,,,1.6796226002662277e+18,,,,,https://twitter.com/antonellaautero/status/1679622600266227712,False,327aba5e,it,0,"{'positive': 0, 'neutral': 1, 'negative': 0, 'compound': 0.0, 'sentiment_label': 'Neutral'}",0.0,1.0,0.0,0.0,Neutral
2342,Wed Aug 30 22:13:00 +00:00 2023,una volta sterminata la parte anziana della popolazione depositari dei ricordi e bimbi saranno indottrinati dovere nelle scuole con la toccher noi cinquantenni refrattari la resistenza vera sono curioso di vedere cosa hanno serbo per noi,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6970096326973727e+18,,,,,https://twitter.com/Gabriel23322863/status/1697009632697372770,False,dda0b42b,it,4,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
2389,Thu Jul 13 22:42:00 +00:00 2023,ce labbiamo definitivamente quel posto le due cose sono collegate ansaitansanotizieasv,3,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,#NatoClimaeSicurezza,,,,,,,,,,,,,,,,,,,,,,,1.6796222318385644e+18,https://ansa.it/ansa2030/notizie/asvis/2023/07/05/affrontare-limpatto-del-clima-e-del-degrado-ambientale-su-pace-e-sicurezza_7a448126-2dfa-4324-962c-4d1e65cd3ef2.html,,,,https://twitter.com/Secchicandi2/status/1679622231838564352,False,9ff6cdb8,it,3,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
2427,Mon Jun 19 21:56:00 +00:00 2023,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#cabioclimatico,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1.6709133956571707e+18,,,,,https://twitter.com/Mary_LC22/status/1670913395657170946,False,87387750,it,0,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
2456,Thu Jun 29 22:45:00 +00:00 2023,loro vaticano tramite loro burattinipolitici giudici finanzierisindacalistivogliono la guerra civile co possono imporre meglio la loro,0,,,,,,,,,,,,,,,,,0,0,0,36d4488f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6745497007525396e+18,,,,,https://twitter.com/solagimma/status/1674549700752539649,False,8159fd1c,it,0,"{'positive': 0, 'neutral': 1, 'negative': 0, 'compound': 0.0, 'sentiment_label': 'Neutral'}",0.0,1.0,0.0,0.0,Neutral
2498,Thu Apr 20 23:44:00 +00:00 2023,forse perch non si sanno gli effetti lungo termine sulla salute umana israele se vuoi mangiarla devi firmare un consenso informato ti ricorda qualcosa chiss perch dal vaffa il passo stato breve sono nauseato,0,,,,,,,,,,,,,,,,,0,0,0,babe1dd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.6491974148661002e+18,,,,,https://twitter.com/BoletusFavius/status/1649197414866100224,False,32844298,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2663,Fri Aug 04 22:18:00 +00:00 2023,os ci grufolano tutti sopra gennaio quando ne parlavamo noi questo video se ne negava ancora lesistenza pipedvideolivenxhnmhtknm,14,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6875887799875543e+18,https://piped.video/live/4nxhnmHtkNM?feature=share,,,,https://twitter.com/lameduck1960/status/1687588779987554305,False,94df2546,it,24,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2767,Thu Jul 27 22:43:00 +00:00 2023,geotermica sfruttare il calore della per il riscaldamento rt,0,911b6b06,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Case,#energia,#Terra,#energy,#EnergyTransition,#geothermal,#research,#Agenda2030,#Sustainability,#Europe,#Russia,#Ukraine,#UkraineRussiaWar,,,,,,,,,,,,1.684696093269893e+18,,,,,https://twitter.com/antonellaautero/status/1684696093269893120,False,327aba5e,it,0,"{'positive': 0.5, 'neutral': 0.5, 'negative': 0, 'compound': 0.5, 'sentiment_label': 'Positive'}",0.5,0.5,0.0,0.5,Positive
2772,Thu Jul 13 22:31:00 +00:00 2023,arriva il aree idonee meno burocrazia e pi autorizzazioni per ed eolico lasvoltaitrinnovabili,2,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Energie,"#Rinnovabili,",#decreto,#fotovoltaico,#energy,#EnergyTransition,#EnergyStorage,#solarenergy,#Agenda2030,#Sustainability,#Europe,#Russia,#UkraineRussianWar,,,,,,,,,,,,1.679619588865e+18,https://www.lasvolta.it/8688/rinnovabili-arriva-il-decreto-aree-idonee,,,,https://twitter.com/GradedSpa/status/1679619588864999424,False,911b6b06,it,5,"{'positive': 0, 'neutral': 1, 'negative': 0, 'compound': 0.0, 'sentiment_label': 'Neutral'}",0.0,1.0,0.0,0.0,Neutral
2816,Fri Mar 31 23:42:00 +00:00 2023,e la pelotu ddeeeezzz palllo bastaaaa,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6419490390074982e+18,,,,,https://twitter.com/SankarSerLibre/status/1641949039007498240,False,b9ecba0a,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
2834,Mon Mar 27 23:58:00 +00:00 2023,cainostoryivreich nelle mani dellultimo padronei n figli senza un futuro,0,97579c43,d2f8a978,2dfab4e6,cbb29f21,0897a3e9,b99786b8,6e99683d,688dc158,3519fe27,6d403735,ad12cac8,924fe68d,04cfe932,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6405037139900495e+18,,,,,https://twitter.com/haStatoNESSUNO/status/1640503713990049800,False,be7b0a4d,it,0,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
2913,Sun Jul 23 23:00:00 +00:00 2023,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#agenda2030,#MacronDestitution,,,,,,,,,,,,,,,,,,,,,,,1.6832508774091612e+18,,,,,https://twitter.com/valou_2b/status/1683250877409161216,False,973fe047,it,0,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
2925,Fri Jun 09 22:45:00 +00:00 2023,lecciones de ecologismo lecciones de vida bufflylcuxv tico,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#agenda2030,#cambioclim·tico,#ecologismo,#farsa,#Pucherazo23J,,,,,,,,,,,,,,,,,,,,1.6673019525337006e+18,https://buff.ly/3LcU7xv,,,,https://twitter.com/ladypimpom/status/1667301952533700608,False,9702e876,it,0,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
2964,Tue Mar 21 23:54:00 +00:00 2023,al aborto la,5,,,,,,,,,,,,,,,,,0,0,0,46084289,88271306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6383283384848097e+18,,,,,https://twitter.com/MejiaNelson7/status/1638328338484809730,False,876a1c93,it,5,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
3001,Thu Jul 27 22:41:00 +00:00 2023,geotermica sfruttare il calore della per il riscaldamento habitanteitcasasostenibil,2,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Case,#energia,#Terra,#energy,#EnergyTransition,#geothermal,#research,#Agenda2030,#Sustainability,#Europe,#Russia,#Ukraine,#UkraineRussiaWar,,,,,,,,,,,,1.684695639328694e+18,https://www.habitante.it/casa-sostenibile/abitazioni-a-energia-geotermica-sfruttare-il-calore-della-terra-per-il-riscaldamento/,,,,https://twitter.com/GradedSpa/status/1684695639328694272,False,911b6b06,it,5,"{'positive': 0.5, 'neutral': 0.5, 'negative': 0, 'compound': 0.5, 'sentiment_label': 'Positive'}",0.5,0.5,0.0,0.5,Positive
3035,Sun Jul 23 22:59:00 +00:00 2023,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#agenda2030,#COVID19,#illiminati..,,,,,,,,,,,,,,,,,,,,,,1.6832504956101386e+18,,,,,https://twitter.com/valou_2b/status/1683250495610138625,False,973fe047,it,1,"{'positive': 0, 'neutral': 0.5, 'negative': 0.5, 'compound': -0.5, 'sentiment_label': 'Negative'}",0.0,0.5,0.5,-0.5,Negative
3083,Mon Mar 27 23:51:00 +00:00 2023,ivreich nitternetlaveritawebstat una banda di delinquenti al potere,2,97579c43,d2f8a978,2dfab4e6,cbb29f21,0897a3e9,b99786b8,6e99683d,688dc158,3519fe27,6d403735,ad12cac8,924fe68d,04cfe932,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6405019101457367e+18,https://nitter.net/LaVeritaWeb/status/1640217208684003329/photo/1,,,,https://twitter.com/haStatoNESSUNO/status/1640501910145736705,False,be7b0a4d,it,4,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
3084,Sat May 20 22:21:00 +00:00 2023,live streaming luned maggio alle ore chat vocale tutto il bisogno di futuro che ho guerrieri vv young live entra vv tmedrqxizbgrynthh fck,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#ViVi†#novax†#lottanonviolenta,#agenda2030†??,,,,,,,,,,,,,,,,,,,,,,,1.6600481272634737e+18,https://t.me/+dRQxi4zbGrY5NThh,,,,https://twitter.com/antonellovolan1/status/1660048127263473669,False,1c235472,it,0,"{'positive': 0, 'neutral': 0.0, 'negative': 1.0, 'compound': -1.0, 'sentiment_label': 'Negative'}",0.0,0.0,1.0,-1.0,Negative
3103,Tue Aug 08 21:35:00 +00:00 2023,eccerto co si rischiano di rovinare piani di esproprio del nessuno osi mettere discussione,0,,,,,,,,,,,,,,,,,0,0,0,1db9841c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#WEF,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1.689027662654722e+18,,,,,https://twitter.com/ChristianTort17/status/1689027662654722048,False,951bb448,it,0,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
3141,Sat Jul 15 22:44:00 +00:00 2023,ofrecera un sacrificio masivo,0,,,,,,,,,,,,,,,,,0,0,0,28b1e0f6,7fa0b804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6803476476208166e+18,,,,,https://twitter.com/DulceSaraiCamaO/status/1680347647620816896,False,5a7f6070,it,0,"{'positive': 0.5, 'neutral': 0.5, 'negative': 0, 'compound': 0.5, 'sentiment_label': 'Positive'}",0.5,0.5,0.0,0.5,Positive
3170,Wed Mar 15 23:48:00 +00:00 2023,ettore,3,9577a545,dce74895,a9b56510,66d1b958,e2727d16,398f22e4,ad719dcb,c120a9fb,2dfab4e6,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#QuadroSpeciale1966,#Sottsass,#triennalemilano,#StopWar,#cessateilfuoco,#Ukraine?,#16march,#16marzo2023,#mir,#pacis,#peace,#goal16,#Agenda2030,,,,,,,,,,,,1.6361523290019185e+18,,,,,https://twitter.com/ginugiola/status/1636152329001918464,False,6150f991,it,4,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
3182,Sun Mar 19 23:49:00 +00:00 2023,cainostoryivreich,0,97579c43,d2f8a978,2dfab4e6,cbb29f21,0897a3e9,b99786b8,6e99683d,688dc158,3519fe27,6d403735,ad12cac8,924fe68d,04cfe932,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.6376021174005268e+18,,,,,https://twitter.com/pelton2020/status/1637602117400526848,False,b55ca28e,it,0,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0, 'compound': 1.0, 'sentiment_label': 'Positive'}",1.0,0.0,0.0,1.0,Positive
