""Sat Jul 29 23:39:00 +00:00 2023;""Anonymous Sewer Rat ????????????????"";""Where I live , gardasil is given to all children , boys and girls.  Protection against cancer causing HPV is a good thing. #gardasil"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@AmiEverAfter"";""@Nicole_Lee_Sch"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1685434989171875840"";;;;;""https://twitter.com/AnonymousSewer/status/1685434989171875840"";""false"";""@AnonymousSewer"";""https://pbs.twimg.com/profile_images/1747405273315299328/WRoFAACO_400x400.jpg"";""https://twitter.com/AnonymousSewer""
""Tue May 30 22:13:00 +00:00 2023;""dcho"";""Done ?"#gardasil"#hpva??"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";""#hpva??"";;;;;;;;;;;;;;;;;;;;;;;""1663669903474262017"";;;;;""https://twitter.com/Dark_Ch0c_late/status/1663669903474262017"";""false"";""@Dark_Ch0c_late"";""https://pbs.twimg.com/profile_images/1736323989461417984/w6MGXrcQ_400x400.jpg"";""https://twitter.com/Dark_Ch0c_late""
""Tue Jun 13 21:45:00 +00:00 2023;""Jane of Arc"";""La prison ?""Non ! Pour eux ce sera camps de travail, avec doses Covid #Gardasil  HPb .... et finition au rivotril une fois inutiles !"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@50nuances2doses"";""@dr_l_alexandre"";""@olivierveran"";""@raoult_didier"";""@f_philippot"";""@DIVIZIO1"";""@dupontaignan"";""@ClaireJardin1"";""@CH_Gallois"";""@Populiste63"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1668736364869763072"";;;;;""https://twitter.com/JaneOfArc6/status/1668736364869763072"";""false"";""@JaneOfArc6"";""https://pbs.twimg.com/profile_images/1753543030424903681/CLlllGwQ_400x400.jpg"";""https://twitter.com/JaneOfArc6""
""Thu Jun 29 10:48:00 +00:00 2023;""Claire dLL"";""ChËre @MGEN_officiel "Quand allez vous cesser de consentir ? Regardez ceci et ne me rÈpondez plus ce genre díinepties  francesoir.fr/societe-sante/Ö "#VaccineGenocide #gardasil #papillomavirus #HPV"";""0"";""@MGEN_officiel"";;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#VaccineGenocide"";""#gardasil"";""#papillomavirus"";""#HPV"";;;;;;;;;;;;;;;;;;;;;""1674369311320752128"";""https://www.francesoir.fr/societe-sante/gardasil-l-etonnante-precipitation-d-emmanuel-macron-pour-vacciner-les-enfants"";;;;""https://twitter.com/imclaire51/status/1674369311320752128"";""false"";""@imclaire51"";""https://pbs.twimg.com/profile_images/1752670936614981632/RQ-gEium_400x400.jpg"";""https://twitter.com/imclaire51""
""Mon Aug 14 20:23:00 +00:00 2023;""HÈlËne C"";""«a aussi c'est monstrueux ! #gardasil"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@qo_ideme6"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1691183705123872768"";;;;;""https://twitter.com/HelCach/status/1691183705123872768"";""false"";""@HelCach"";""https://pbs.twimg.com/profile_images//pic/abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png"";""https://twitter.com/HelCach""
""Sun Jun 25 23:33:00 +00:00 2023;""Krzysztof Kukli?ski #profilaktykaD3 #iwermektyna"";""#gardasil #hpv " Do wiadomo?ci:"@NFZ_Lodz @nfz"";""2"";""@NFZ_Lodz"";""@nfz"";;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";""#hpv"";;;;;;;;;;;;;;;;;;;;;;;""1673112196107186181"";;;;;""https://twitter.com/pamiechomeblog/status/1673112196107186181"";""false"";""@pamiechomeblog"";""https://pbs.twimg.com/profile_images/1419432602344251395/evrBtJPt_400x400.jpg"";""https://twitter.com/pamiechomeblog""
""Fri Jul 21 22:13:00 +00:00 2023;""PoisonHeart"";""#HPV #Gardasil #Merck #vaccini ""childrenshealthdefense.eu/itÖ"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#HPV"";""#Gardasil"";""#Merck"";""#vaccini"";;;;;;;;;;;;;;;;;;;;;""1682514169965207553"";""https://childrenshealthdefense.eu/it/sicurezza-dei-vaccini/uniniezione-ha-distrutto-la-mia-vita-la-donna-danneggiata-dal-vaccino-hpv-di-merck-parla-apertamente/"";;;;""https://twitter.com/ArnCerv/status/1682514169965207553"";""false"";""@ArnCerv"";""https://pbs.twimg.com/profile_images/1678851272953274370/RBSEqz4U_400x400.png"";""https://twitter.com/ArnCerv""
""Tue Jun 27 16:43:00 +00:00 2023;""urban thelin"";""Owens, now in her 30s, is a political commentator and talk show host on The Daily Wire. She shared her ìabsolutely terrifyingî vaccine story in a recent video." "#gardasil  childrenshealthdefense.org/dÖ"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1673733898969268249"";""https://childrenshealthdefense.org/defender/candace-owens-gardasil-vaccine-injury/"";;;;""https://twitter.com/rymdfred/status/1673733898969268249"";""false"";""@rymdfred"";""https://pbs.twimg.com/profile_images/386087554/electronic_intifada2_400x400.jpg"";""https://twitter.com/rymdfred""
""Sat Jun 03 19:11:00 +00:00 2023;""Satyanveshi, A Truth Seeker for Dharma ???????????"";""What """"innovation"""" are you talking about @GSKUS ? How to kill and disable boys and girls with #Gardasil and still get away without compensating and punishment?"";""1"";""@GSKUS"";;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""1"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1665073853293314048"";;;;;""https://twitter.com/TruthSeekerAUM/status/1665073853293314048"";""false"";""@TruthSeekerAUM"";""https://pbs.twimg.com/profile_images/1702798084260995072/YQrms75R_400x400.jpg"";""https://twitter.com/TruthSeekerAUM""
""Sun Apr 30 13:12:00 +00:00 2023;""mimosa"";""Covid-19  provoque des  Myocardites"11vaccins obligatoires pour les nourrissons Effets secondaires graves causÈs par les adjuvants#Gardasil provoque des dÈcËs et effets secondaires toujours injectÈs"Plainte pour crimes contre l'humanitÈ dÈposÈe ‡ la Cour PÈnale internationale"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1652662266666385410"";;;;;""https://twitter.com/72andree72/status/1652662266666385410"";""false"";""@72andree72"";""https://pbs.twimg.com/profile_images//pic/abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png"";""https://twitter.com/72andree72""
""Fri May 26 17:56:00 +00:00 2023;""Alex A2.0?????? SoutienAuxAgriculteurs"";""#Gardasil #GARDASIL poiZon"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";""#GARDASIL"";;;;;;;;;;;;;;;;;;;;;;;""1662155793007771654"";;;;;""https://twitter.com/Hell3June/status/1662155793007771654"";""false"";""@Hell3June"";""https://pbs.twimg.com/profile_images/1680955298104725504/IBJpDEqK_400x400.jpg"";""https://twitter.com/Hell3June""
""Wed Aug 30 23:02:00 +00:00 2023;""Cerebro"";""Ils auront droit ‡ des doses de #Gardasil. On ne peut pas tout avoir #HumourNoir"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""1"";""@salitribule"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil."";""#HumourNoir"";;;;;;;;;;;;;;;;;;;;;;;""1697021936272822716"";;;;;""https://twitter.com/CerebroOnAir/status/1697021936272822716"";""false"";""@CerebroOnAir"";""https://pbs.twimg.com/profile_images/1675852437075251200/GlN44lK2_400x400.jpg"";""https://twitter.com/CerebroOnAir""
""Fri Jul 21 15:31:00 +00:00 2023;""Terry"";""Imagine being lied to about a vaccine! ?? #Gardasil #COVID19"";""2"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";""#COVID19"";;;;;;;;;;;;;;;;;;;;;;;""1682412884263878657"";;;;;""https://twitter.com/terrylk73/status/1682412884263878657"";""false"";""@terrylk73"";""https://pbs.twimg.com/profile_images/1093584872692740102/tcTyrifJ_400x400.jpg"";""https://twitter.com/terrylk73""
""Thu Jul 27 19:32:00 +00:00 2023;""Judy A. Mikovits PhD"";""Data speaks for itself. Thank you @AaronSiriSG !"Part 13 / 17"#truth #news #health @ICANdecide #Vaccines #DiedSuddenly #CDC #FDA #Fauci #influenza #pfizer #PfizerKnew #moderna #HPV #Merck #Gardasil"";""19"";""@AaronSiriSG"";""@ICANdecide"";;;;;;;;;;;;;;;""0"";""0"";""2"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""11"";""#truth"";""#news"";""#health"";""#Vaccines"";""#DiedSuddenly"";""#CDC"";""#FDA"";""#Fauci"";""#influenza"";""#pfizer"";""#PfizerKnew"";""#moderna"";""#HPV"";""#Merck"";""#Gardasil"";;;;;;;;;;""1684647878323769344"";;;;;""https://twitter.com/DrJudyAMikovits/status/1684647878323769344"";""true"";""@DrJudyAMikovits"";""https://pbs.twimg.com/profile_images/1511598911021932544/AyuDeG1X_400x400.jpg"";""https://twitter.com/DrJudyAMikovits""
""Mon Aug 14 09:56:00 +00:00 2023;""Greta thunebiËre"";""??la science et le bon business.??"??Et tant pis  pour les patients: splann.org/essure-rapport-faÖ gynger.fr/vaccination-les-clÖ#gardasil "#mafia #corruption #merck"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#gardasil"";""#mafia"";""#corruption"";""#merck"";;;;;;;;;;;;;;;;;;;;;""1691026034668281856"";""https://splann.org/essure-rapport-fantome-ansm/"";""https://www.gynger.fr/vaccination-les-cles-de-la-defiance/"";;;""https://twitter.com/ziap1/status/1691026034668281856"";""false"";""@ziap1"";""https://pbs.twimg.com/profile_images/1755319402868723714/rMBwn7XX_400x400.jpg"";""https://twitter.com/ziap1""
""Tue Jun 13 12:34:00 +00:00 2023;""Marta Paw?owicz"";""Na stronach #EMA, szuka? specyfikacji ??, a tu urywek ??"#Gardasil "millerandzois.com/products-lÖ"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""1"";""@Cro31764393"";""@MZ_GOV_PL"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#EMA,"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;""1668597818569662464"";""https://www.millerandzois.com/products-liability/gardasil/"";;;;""https://twitter.com/MartaPawowicz1/status/1668597818569662464"";""false"";""@MartaPawowicz1"";""https://pbs.twimg.com/profile_images/1694058531542953984/wylFlOjG_400x400.jpg"";""https://twitter.com/MartaPawowicz1""
""Sun Jun 25 00:07:00 +00:00 2023;""@Tabbyday"";""The HPV #Vaccine on Trial: Seeking Justice for a Generation Betrayed" thevaccinereaction.org/2018/Ö #HPV #Gardasil#NeverForget "#VaccineInjury"";""4"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@Alec_Zeck"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Vaccine"";""#HPV"";""#Gardasil"";""#NeverForget"";""#VaccineInjury"";;;;;;;;;;;;;;;;;;;;""1672758412508033027"";""https://thevaccinereaction.org/2018/10/the-hpv-vaccine-on-trial-seeking-justice-for-a-generation-betrayed/#.XQ-KwBqK4L8.twitter"";;;;""https://twitter.com/tabbyday/status/1672758412508033027"";""false"";""@tabbyday"";""https://pbs.twimg.com/profile_images/465315281225535488/f23pxVYy_400x400.jpeg"";""https://twitter.com/tabbyday""
""Tue Aug 22 23:19:00 +00:00 2023;""Fantine- ??Petit RÙti naturel."";""Quant ‡ l'autre machin en caoutchouc il protËge mÍme pas du HPV. #Gardasil contre le cancer du col de l'utÈrus et de la teub"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@ChochottedePE"";""@JJPoitier"";""@Bender15980910"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;;""1694127140675961045"";;;;;""https://twitter.com/ChochottedePE/status/1694127140675961045"";""false"";""@ChochottedePE"";""https://pbs.twimg.com/profile_images/1744100403204026368/j03B6RP1_400x400.jpg"";""https://twitter.com/ChochottedePE""
""Wed Jul 19 18:21:00 +00:00 2023;""Ted"";""Hazardous Ingredients of HPV Vaccines Increase Risk to Young People (Part 4)"#Merck #Gardasil"theepochtimes.com/health/hazÖ"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Merck"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;""1681731116607127573"";""https://www.theepochtimes.com/health/hazardous-ingredients-of-hpv-vaccines-increase-risk-to-young-people-part-4_5053536.html?autoemail=talfonsetti3%40gmail.com&utm_source=deployer&utm_medium=email&utm_content=&utm_campaign=roundup&utm_term="";;;;""https://twitter.com/thethirdted/status/1681731116607127573"";""false"";""@thethirdted"";""https://pbs.twimg.com/profile_images/1586972304369762304/1nzW382P_400x400.jpg"";""https://twitter.com/thethirdted""
""Tue Jul 25 17:20:00 +00:00 2023;""Jane of Arc"";""#HPV""#Gardasil"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#HPV"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;""1683889937022693376"";;;;;""https://twitter.com/JaneOfArc6/status/1683889937022693376"";""false"";""@JaneOfArc6"";""https://pbs.twimg.com/profile_images/1753543030424903681/CLlllGwQ_400x400.jpg"";""https://twitter.com/JaneOfArc6""
""Mon Jun 19 16:34:00 +00:00 2023;""Alex A2.0?????? SoutienAuxAgriculteurs"";""#Gardasil #GARDASIL poiZon"";""2"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";""#GARDASIL"";;;;;;;;;;;;;;;;;;;;;;;""1670832356733665280"";;;;;""https://twitter.com/Hell3June/status/1670832356733665280"";""false"";""@Hell3June"";""https://pbs.twimg.com/profile_images/1680955298104725504/IBJpDEqK_400x400.jpg"";""https://twitter.com/Hell3June""
""Fri Jun 09 14:54:00 +00:00 2023;""Alex A2.0?????? SoutienAuxAgriculteurs"";""#Gardasil #GARDASIL PoiZon"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""1"";""#Gardasil"";""#GARDASIL"";;;;;;;;;;;;;;;;;;;;;;;""1667183300937433089"";;;;;""https://twitter.com/Hell3June/status/1667183300937433089"";""false"";""@Hell3June"";""https://pbs.twimg.com/profile_images/1680955298104725504/IBJpDEqK_400x400.jpg"";""https://twitter.com/Hell3June""
""Thu Jul 27 06:20:00 +00:00 2023;""???Myriam???Sauvons LíhumanitÈ???@CelebritesSM??"";""??#GARDASIL bÈnÈfices risques, qui croire lorsque les effets secondaires se multiplient. piped.video/AgvY-EdSHLg"";""30"";;;;;;;;;;;;;;;;;""0"";""1"";""1"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""38"";;;;;;;;;;;;;;;;;;;;;;;;;""1684448719410798594"";""https://piped.video/AgvY-EdSHLg"";;;;""https://twitter.com/Resistance_SM/status/1684448719410798594"";""true"";""@Resistance_SM"";""https://pbs.twimg.com/profile_images/1536372495917400065/bB7AD6gK_400x400.jpg"";""https://twitter.com/Resistance_SM""
""Mon Jul 03 18:43:00 +00:00 2023;""Alex A2.0?????? SoutienAuxAgriculteurs"";""#Gardasil #GARDASIL poiZon ne vaccinez pas vos enfants"";""5"";;;;;;;;;;;;;;;;;""0"";""0"";""1"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";""#GARDASIL"";;;;;;;;;;;;;;;;;;;;;;;""1675938316930150401"";;;;;""https://twitter.com/Hell3June/status/1675938316930150401"";""false"";""@Hell3June"";""https://pbs.twimg.com/profile_images/1680955298104725504/IBJpDEqK_400x400.jpg"";""https://twitter.com/Hell3June""
""Sat Jun 03 07:01:00 +00:00 2023;""Krzysztof Kukli?ski #profilaktykaD3 #iwermektyna"";""#HPV ""#Gardasil"";""31"";;;;;;;;;;;;;;;;;""0"";""1"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""19"";""#HPV"";""#Gardasil"";;;;;;;;;;;;;;;;;;;;;;;""1664890154471813121"";;;;;""https://twitter.com/pamiechomeblog/status/1664890154471813121"";""false"";""@pamiechomeblog"";""https://pbs.twimg.com/profile_images/1419432602344251395/evrBtJPt_400x400.jpg"";""https://twitter.com/pamiechomeblog""
""Tue May 02 19:29:00 +00:00 2023;""JKGrowling ??"";""#Gardasil""#Merck #HPV"";""1"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";""@PerseusGroup_"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#Gardasil"";""#Merck"";""#HPV"";;;;;;;;;;;;;;;;;;;;;;""1653481878429618197"";;;;;""https://twitter.com/ionabryony/status/1653481878429618197"";""false"";""@ionabryony"";""https://pbs.twimg.com/profile_images/1677044427653627904/2DdqSTui_400x400.jpg"";""https://twitter.com/ionabryony""
""Fri May 12 19:54:00 +00:00 2023;""Sexual & Reproductive Health Div, Signature Health"";""May is Women's Healthcare Month. One step that women and people with uteruses can take to protect their health is to get the HPV vaccine and get regular PAP tests. " "#hpv #gardasil #hpvvaccineeducation #cancerprevention"";""0"";;;;;;;;;;;;;;;;;""0"";""0"";""0"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""0"";""#hpv"";""#gardasil"";""#hpvvaccineeducation"";""#cancerprevention"";;;;;;;;;;;;;;;;;;;;;""1657111910645485596"";;;;;""https://twitter.com/SRHSigHealth/status/1657111910645485596"";""false"";""@SRHSigHealth"";""https://pbs.twimg.com/profile_images/1583217124729831427/B0BiFpYn_400x400.jpg"";""https://twitter.com/SRHSigHealth""
